unit_abilities_tables
14
key	supercedes_ability	requires_effect_enabling	icon-name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type
wh2_main_spell_plague_vermintide		True	wh2_main_spell_plague_vermintide		wh_type_augment	spell_previews/plague/wh2_main_spell_plague_vermintide	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_plague_wither		True	wh2_main_spell_plague_wither	wh2_main_spell_plague_wither_upgraded	wh_type_area_of_hexes	spell_previews/plague/wh2_main_spell_plague_wither	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_plague_wither_upgraded		True	wh2_main_spell_plague_wither		wh_type_area_of_hexes	spell_previews/plague/wh2_main_spell_plague_wither	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_ruin_cracks_call		True	wh2_main_spell_ruin_cracks_call	wh2_main_spell_ruin_cracks_call_upgraded	wh_type_wind	spell_previews/ruin/wh2_main_spell_ruin_cracks_call	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_ruin_cracks_call_upgraded		True	wh2_main_spell_ruin_cracks_call		wh_type_wind	spell_previews/ruin/wh2_main_spell_ruin_cracks_call	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_ruin_death_frenzy		True	wh2_main_spell_ruin_death_frenzy	wh2_main_spell_ruin_death_frenzy_upgraded	wh_type_augment	spell_previews/ruin/wh2_main_spell_ruin_death_frenzy	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_ruin_death_frenzy_upgraded		True	wh2_main_spell_ruin_death_frenzy		wh_type_augment	spell_previews/ruin/wh2_main_spell_ruin_death_frenzy	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_ruin_howling_warpgale		True	wh2_main_spell_ruin_howling_warpgale	wh2_main_spell_ruin_howling_warpgale_upgraded	wh_type_area_of_hexes	spell_previews/ruin/wh2_main_spell_ruin_howling_warpgale	wh_main_anc_group_common	True	False	spell
wh2_main_spell_ruin_howling_warpgale_upgraded		True	wh2_main_spell_ruin_howling_warpgale		wh_type_area_of_hexes	spell_previews/ruin/wh2_main_spell_ruin_howling_warpgale	wh_main_anc_group_common	True	False	spell
wh2_main_spell_ruin_scorch		True	wh2_main_spell_ruin_scorch	wh2_main_spell_ruin_scorch_upgraded	wh_type_breath	spell_previews/ruin/wh2_main_spell_ruin_scorch	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_ruin_scorch_upgraded		True	wh2_main_spell_ruin_scorch		wh_type_breath	spell_previews/ruin/wh2_main_spell_ruin_scorch	wh_main_anc_group_uncommon	True	False	spell
wh2_main_spell_ruin_skitterleap		True	wh2_main_spell_ruin_skitterleap	wh2_main_spell_ruin_skitterleap_upgraded	wh_type_hiding	spell_previews/ruin/wh2_main_spell_ruin_skitterleap	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_ruin_skitterleap_upgraded		True	wh2_main_spell_ruin_skitterleap		wh_type_hiding	spell_previews/ruin/wh2_main_spell_ruin_skitterleap	wh_main_anc_group_rare	True	False	spell
wh2_main_spell_ruin_warp_lightning		True	wh2_main_spell_ruin_warp_lightning	wh2_main_spell_ruin_warp_lightning_upgraded	wh_type_bombardment	spell_previews/ruin/wh2_main_spell_ruin_warp_lightning	wh_main_anc_group_common	True	False	spell
wh2_main_spell_ruin_warp_lightning_upgraded		True	wh2_main_spell_ruin_warp_lightning		wh_type_bombardment	spell_previews/ruin/wh2_main_spell_ruin_warp_lightning	wh_main_anc_group_common	True	False	spell
wh2_main_unit_abilities_concealment_bombs		True	wh2_main_unit_abilities_concealment_bombs		wh_type_hiding		wh_main_anc_group_uncommon	True	False	unit
wh2_main_unit_abilities_dark_fire_of_chaos		False	wh2_main_unit_abilities_dark_fire_of_chaos		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_death_shriek		False	wh2_main_unit_abilities_death_shriek		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_drop_rocks		False	wh2_main_unit_abilities_drop_rocks		wh_type_bombardment		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_fiery_breath		False	wh2_main_unit_abilities_fiery_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_fury_of_khaine		False	wh2_main_unit_abilities_fury_of_khaine		wh_type_augment		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_hidden_blade		False	wh2_main_character_contact_weeping_blade		wh_type_augment		wh_main_anc_group_common	True	True	unit
wh2_main_unit_abilities_moon_dragons_breath		False	wh2_main_unit_abilities_moon_dragons_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_noxious_breath		False	wh2_main_unit_abilities_noxious_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_pestilential_breath		False	wh2_main_unit_abilities_pestilential_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_revivification_crystal		False	wh2_main_unit_abilities_revivification_crystal		wh_type_regeneration		wh_main_anc_group_common	True	False	unit
wh2_main_unit_abilities_snare_net		False	wh2_main_unit_passive_snare_net		wh_type_hex		wh_main_anc_group_common	False	False	unit
wh2_main_unit_abilities_soporific_breath		False	wh2_main_unit_abilities_soporific_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_star_dragons_breath		False	wh2_main_unit_abilities_star_dragons_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_sun_dragons_breath		False	wh2_main_unit_abilities_sun_dragons_breath		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_abilities_wake_of_fire		False	wh2_main_unit_abilities_wake_of_fire		wh_type_bombardment		wh_main_anc_group_common	True	False	unit
wh2_main_unit_passive_another_takes_its_place		False	wh2_main_unit_passive_another_takes_its_place		wh_type_regeneration		wh_main_anc_group_common	True	False	unit
wh2_main_unit_passive_attuned_to_magic		False	wh2_main_unit_passive_attuned_to_magic		wh_type_ward_save		wh_main_anc_group_common	True	False	unit
wh2_main_unit_passive_blizzard_aura		False	wh2_main_unit_passive_blizzard_aura		wh_type_area_of_hexes		wh_main_anc_group_rare	True	False	unit
wh2_main_unit_passive_bloodshield_of_khaine		False	wh2_main_unit_passive_bloodshield_of_khaine		wh_type_area_of_ward_save		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_martial_mastery		False	wh2_main_unit_passive_martial_mastery		wh_type_augment		wh_main_anc_group_uncommon	False	False	unit
wh2_main_unit_passive_martial_prowess		False	wh2_main_unit_passive_martial_prowess		wh_type_augment		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_primal_instincts		False	wh2_main_unit_passive_primal_instincts		wh_type_hex		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_rebirth		False	wh2_main_unit_passive_rebirth		wh_type_regeneration		wh_main_anc_group_uncommon	True	False	unit
wh2_main_unit_passive_scurry_away		False	wh2_main_unit_passive_scurry_away		wh_type_augment		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_strength_in_numbers		False	wh2_main_unit_passive_strength_in_numbers		wh_type_augment		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_the_rats_emerge		False	wh2_main_unit_passive_the_rats_emerge		wh_type_augment		wh_main_anc_group_uncommon	True	False	unit
wh2_main_unit_passive_too_horrible_to_die		False	wh2_main_unit_passive_too_horrible_to_die		wh_type_regeneration		wh_main_anc_group_uncommon	True	False	unit
wh2_main_unit_passive_unbinding_clanrats		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_unbinding_clanrats_small		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_unbinding_great_eagle		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_unbinding_plague_monks		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_unbinding_skaven_slaves		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh2_main_unit_passive_unbinding_skink_priest		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh2_main_weapon_abilities_bow_of_the_seafarer		False	wh2_main_weapon_abilities_bow_of_the_seafarer		wh_type_magic_missile		wh_main_anc_group_uncommon	True	False	weapon
wh2_main_weapon_abilities_dwarf_gouger		False	wh2_main_weapon_abilities_dwarf_gouger		wh_type_augment		wh_main_anc_group_unique	True	False	weapon
wh2_main_weapon_abilities_hydra_blade		False	wh2_main_weapon_abilities_hydra_blade		wh_type_augment		wh_main_anc_group_rare	True	False	weapon
wh2_main_weapon_abilities_sunfang		False	wh2_main_weapon_abilities_sunfang		wh_type_breath		wh_main_anc_group_unique	True	False	weapon
wh2_main_weapon_abilities_sword_of_teclis		False	wh2_main_weapon_abilities_sword_of_teclis		wh_type_augment		wh_main_anc_group_unique	True	False	weapon
wh2_main_weapon_abilities_web_of_shadows		False	wh2_main_weapon_abilities_web_of_shadows		wh_type_area_of_direct_damage		wh_main_anc_group_common	True	False	weapon
wh2_main_weapon_bound_reaver_bow		False	wh2_main_weapon_bound_reaver_bow		wh_type_magic_missiles		wh_main_anc_group_uncommon	False	False	bound
wh2_main_weapon_bound_winged_staff		False	wh2_main_weapon_bound_winged_staff		wh_type_area_of_direct_damage		wh_main_anc_group_common	False	False	bound
wh2_main_weapon_passive_chillblade		False	wh2_main_weapon_passive_chillblade		wh_type_area_of_hexes		wh_main_anc_group_uncommon	True	False	weapon
wh2_main_weapon_passive_destroyer		False	wh2_main_weapon_passive_destroyer		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	weapon
wh2_main_weapon_passive_heartrender_and_the_darksword		False	wh2_main_weapon_passive_heartrender_and_the_darksword		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	weapon
wh_dlc01_banner_passive_blasted_standard		False	wh_dlc01_banner_passive_blasted_standard		wh_type_augment		wh_main_anc_group_common	True	False	banner
wh_dlc01_item_passive_helm_of_many_eyes		False	wh_dlc01_item_passive_helm_of_many_eyes		wh_type_augment		wh_main_anc_group_uncommon	True	False	item
wh_dlc01_item_passive_the_crown_of_domination		False	wh_dlc01_item_passive_the_crown_of_domination		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	item
wh_dlc01_unit_passive_unbinding_chaos_spawn		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh_dlc01_weapon_abilities_starcrusher		False	wh_dlc01_weapon_abilities_starcrusher		wh_type_augment		wh_main_anc_group_unique	True	False	weapon
wh_dlc01_weapon_abilities_sword_of_change		False	wh_dlc01_weapon_abilities_sword_of_change		wh_type_augment		wh_main_anc_group_uncommon	True	False	weapon
wh_dlc01_weapon_abilities_the_slayer_of_kings		False	wh_dlc01_weapon_abilities_the_slayer_of_kings		wh_type_augment		wh_main_anc_group_unique	True	False	weapon
wh_dlc01_weapon_passive_auric_armour		False	wh_dlc01_weapon_passive_auric_armour		wh_type_regeneration		wh_main_anc_group_unique	True	False	weapon
wh_dlc02_unit_passive_the_flag_of_blood_keep		False	wh_dlc02_unit_passive_the_flag_of_blood_keep		wh_type_augment		wh_main_anc_group_common	True	False	unit
wh_dlc03_banner_passive_manbane_standard		False	wh_dlc03_anc_magic_standard_manbane_standard		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	banner
wh_dlc03_banner_passive_slug_skin		False	wh_dlc03_anc_mark_of_chaos_slug_skin		wh_type_augment		wh_main_anc_group_common	True	False	banner
wh_dlc03_banner_passive_totem_of_rust		False	wh_dlc03_anc_magic_standard_totem_of_rust		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	banner
wh_dlc03_character_abilities_apocalyptic_vision		True	wh_dlc03_character_abilities_apocalyptic_vision		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	character
wh_dlc03_character_abilities_blood_lust		True	wh_main_character_abilities_blood_lust		wh_type_augment		wh_main_anc_group_common	True	False	character
wh_dlc03_character_abilities_call_of_violence		True	wh_dlc03_character_abilities_call_of_violence		wh_type_area_of_augments		wh_main_anc_group_common	True	False	character
wh_dlc03_character_abilities_deadly_onslaught		True	wh_main_character_abilities_deadly_onslaught		wh_type_augment		wh_main_anc_group_uncommon	True	False	character
wh_dlc03_character_abilities_foe_seeker		True	wh_main_character_abilities_foe_seeker		wh_type_augment		wh_main_anc_group_common	True	False	character
wh_dlc03_hero_passive_something_wicked_this_way_comes		False	wh_dlc03_hero_passvie_something_wicked_this_way_comes		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	hero
wh_dlc03_hero_passive_strength_of_the_land_i		False	wh_dlc03_hero_passive_defensive_aura		wh_type_area_of_augments		wh_main_anc_group_common	True	False	hero
wh_dlc03_hero_passive_strength_of_the_land_ii		False	wh_dlc03_hero_passive_defensive_aura		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	hero
wh_dlc03_hero_passive_strength_of_the_land_iii		False	wh_dlc03_hero_passive_defensive_aura		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	hero
wh_dlc03_hero_passive_strength_of_the_land_iv		False	wh_dlc03_hero_passive_defensive_aura		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	hero
wh_dlc03_hero_passive_the_unrelenting_warherd_i		False	wh_dlc03_hero_passive_offensive_aura		wh_type_area_of_augments		wh_main_anc_group_common	True	False	hero
wh_dlc03_hero_passive_the_unrelenting_warherd_ii		False	wh_dlc03_hero_passive_offensive_aura		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	hero
wh_dlc03_hero_passive_the_unrelenting_warherd_iii		False	wh_dlc03_hero_passive_offensive_aura		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	hero
wh_dlc03_hero_passive_the_unrelenting_warherd_iv		False	wh_dlc03_hero_passive_offensive_aura		wh_type_area_of_augments		wh_main_anc_group_unique	True	False	hero
wh_dlc03_hero_passive_unholy_power		False	wh_dlc03_hero_passive_unholy_power		wh_type_augment_of_the_winds		wh_main_anc_group_common	True	False	hero
wh_dlc03_item_abilities_chalice_of_dark_rain		False	wh_dlc03_item_abilities_chalice_of_dark_rain		wh_type_area_of_hexes		wh_main_anc_group_uncommon	True	False	item
wh_dlc03_item_abilities_hagtree_fetish		False	wh_dlc03_anc_arcane_item_hagtree_fetish		wh_type_area_of_augments		wh_main_anc_group_common	True	False	item
wh_dlc03_item_abilities_horn_of_the_first_beast		False	wh_dlc03_item_abilities_horn_of_the_first_beast		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	item
wh_dlc03_item_abilities_jagged_dagger		False	wh_dlc03_anc_arcane_item_jagged_dagger		wh_type_augment_of_the_winds		wh_main_anc_group_common	True	False	item
wh_dlc03_item_abilities_skull_of_rarkos		False	wh_dlc03_anc_arcane_item_skull_of_rarkos		wh_type_augment_of_the_winds		wh_main_anc_group_rare	True	False	item
wh_dlc03_item_passive_banner_of_the_fallen_kings		True	wh_dlc03_anc_magic_standard_banner_of_the_fallen_kings		wh_type_augment		wh_main_anc_group_common	True	False	banner
wh_dlc03_item_passive_blackened_plate		False	wh_magic_item_passive_armour		wh_type_area_of_ward_save		wh_main_anc_group_common	True	False	item
wh_dlc03_item_passive_icon_of_vilification		False	wh_magic_item_passive_enchanted		wh_type_augment		wh_main_anc_group_unique	True	False	item
wh_dlc03_item_passive_shard_of_the_herdstone		False	wh_magic_item_passive_enchanted		wh_type_augment_of_the_winds		wh_main_anc_group_rare	True	False	item
wh_dlc03_item_passive_the_dark_mail		False	wh_magic_item_passive_armour		wh_type_area_of_hexes		wh_main_anc_group_unique	True	False	item
wh_dlc03_item_passive_trollhide		False	wh_magic_item_passive_armour		wh_type_regeneration		wh_main_anc_group_rare	True	False	item
wh_dlc03_lord_passive_crush_the_weak		False	wh_dlc03_lord_passive_crush_the_weak		wh_type_area_of_hexes		wh_main_anc_group_rare	True	False	lord
wh_dlc03_lore_passive_bestial_surge		True	wh_dlc03_lore_passive_bestial_surge		wh_type_area_of_augments		wh_main_anc_group_common	True	False	lore
wh_dlc03_lore_passive_wild_heart		True	wh_dlc03_lore_passive_wild_heart		wh_type_augment_of_the_winds		wh_main_anc_group_common	True	False	lore
wh_dlc03_quest_passive_poisoning		False	wh_dlc03_character_passive_poisoning		wh_type_area_of_direct_damage		wh_main_anc_group_unique	True	False	quest
wh_dlc03_spell_beasts_flock_of_doom		True	wh_dlc03_spell_beasts_flock_of_doom	wh_dlc03_spell_beasts_flock_of_doom_upgraded	wh_type_area_of_direct_damage	spell_previews/beast/wh_dlc03_spell_beast_flock_of_doom	wh_main_anc_group_common	True	False	spell
wh_dlc03_spell_beasts_flock_of_doom_upgraded		True	wh_dlc03_spell_beasts_flock_of_doom		wh_type_area_of_direct_damage	spell_previews/beast/wh_dlc03_spell_beast_flock_of_doom	wh_main_anc_group_common	True	False	spell
wh_dlc03_spell_beasts_panns_impenetrable_pelt		True	wh_dlc03_spell_beasts_panns_impenetrable_pelt	wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded	wh_type_augment	spell_previews/beast/wh_dlc03_spell_beast_panns_impenetrable_pelt	wh_main_anc_group_uncommon	True	False	spell
wh_dlc03_spell_beasts_panns_impenetrable_pelt_upgraded		True	wh_dlc03_spell_beasts_panns_impenetrable_pelt		wh_type_area_of_augments	spell_previews/beast/wh_dlc03_spell_beast_panns_impenetrable_pelt	wh_main_anc_group_uncommon	True	False	spell
wh_dlc03_spell_beasts_the_amber_spear		True	wh_dlc03_spell_beasts_the_amber_spear	wh_dlc03_spell_beasts_the_amber_spear_upgraded	wh_type_magic_missile	spell_previews/beast/wh_dlc03_spell_beast_the_amber_spear	wh_main_anc_group_uncommon	True	False	spell
wh_dlc03_spell_beasts_the_amber_spear_upgraded		True	wh_dlc03_spell_beasts_the_amber_spear		wh_type_magic_missile	spell_previews/beast/wh_dlc03_spell_beast_the_amber_spear	wh_main_anc_group_uncommon	True	False	spell
wh_dlc03_spell_beasts_the_curse_of_anraheir		True	wh_dlc03_spell_beasts_the_curse_of_anraheir	wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded	wh_type_hex	spell_previews/beast/wh_dlc03_spell_beast_the_curse_of_anraheir	wh_main_anc_group_rare	True	False	spell
wh_dlc03_spell_beasts_the_curse_of_anraheir_upgraded		True	wh_dlc03_spell_beasts_the_curse_of_anraheir		wh_type_hex	spell_previews/beast/wh_dlc03_spell_beast_the_curse_of_anraheir	wh_main_anc_group_rare	True	False	spell
wh_dlc03_spell_beasts_transformation_of_kadon		True	wh_dlc03_spell_beasts_transformation_of_kadon		wh_type_augment	spell_previews/beast/wh_dlc03_spell_beast_transformation_of_kadon	wh_main_anc_group_rare	True	False	spell
wh_dlc03_spell_beasts_wyssans_wildform		True	wh_dlc03_spell_beasts_wyssans_wildform	wh_dlc03_spell_beasts_wyssans_wildform_upgraded	wh_type_augment	spell_previews/beast/wh_dlc03_spell_beast_wyssans_wildform	wh_main_anc_group_common	True	False	spell
wh_dlc03_spell_beasts_wyssans_wildform_upgraded		True	wh_dlc03_spell_beasts_wyssans_wildform		wh_type_augment	spell_previews/beast/wh_dlc03_spell_beast_wyssans_wildform	wh_main_anc_group_common	True	False	spell
wh_dlc03_spell_bound_the_amber_spear		True	wh_dlc03_spell_beasts_the_amber_spear		wh_type_magic_missile		wh_main_anc_group_uncommon	True	False	bound
wh_dlc03_spell_bound_viletide		True	wh_dlc03_spell_wild_viletide		wh_type_explosion		wh_main_anc_group_common	True	False	bound
wh_dlc03_spell_wild_bray_scream		True	wh_dlc03_spell_wild_bray_scream	wh_dlc03_spell_wild_bray_scream_upgraded	wh_type_breath	spell_previews/wild/wh_dlc03_spell_wild_bray_scream	wh_main_anc_group_common	True	False	spell
wh_dlc03_spell_wild_bray_scream_upgraded		True	wh_dlc03_spell_wild_bray_scream		wh_type_breath	spell_previews/wild/wh_dlc03_spell_wild_bray_scream	wh_main_anc_group_common	True	False	spell
wh_dlc03_spell_wild_devolve		True	wh_dlc03_spell_wild_devolve	wh_dlc03_spell_wild_devolve_upgraded	wh_type_area_of_direct_damage	spell_previews/wild/wh_dlc03_spell_wild_devolve	wh_main_anc_group_uncommon	True	False	spell
wh_dlc03_spell_wild_devolve_upgraded		True	wh_dlc03_spell_wild_devolve		wh_type_area_of_direct_damage	spell_previews/wild/wh_dlc03_spell_wild_devolve	wh_main_anc_group_uncommon	True	False	spell
wh_dlc03_spell_wild_mantle_of_ghorok		True	wh_dlc03_spell_wild_mantle_of_ghorok		wh_type_augment	spell_previews/wild/wh_dlc03_spell_wild_mantle_of_ghorok	wh_main_anc_group_rare	True	False	spell
wh_dlc03_spell_wild_savage_dominion		True	wh_dlc03_spell_wild_savage_dominion		wh_type_augment	spell_previews/wild/wh_dlc03_spell_wild_savage_dominion	wh_main_anc_group_rare	True	False	spell
wh_dlc03_spell_wild_traitor_kin		True	wh_dlc03_spell_wild_traitor_kin	wh_dlc03_spell_wild_traitor_kin_upgraded	wh_type_area_of_direct_damage	spell_previews/wild/wh_dlc03_spell_wild_traitor_kin	wh_main_anc_group_uncommon	True	False	spell
wh_dlc03_spell_wild_traitor_kin_upgraded		True	wh_dlc03_spell_wild_traitor_kin		wh_type_area_of_direct_damage	spell_previews/wild/wh_dlc03_spell_wild_traitor_kin	wh_main_anc_group_uncommon	True	False	spell
wh_dlc03_spell_wild_viletide		True	wh_dlc03_spell_wild_viletide	wh_dlc03_spell_wild_viletide_upgraded	wh_type_explosion	spell_previews/wild/wh_dlc03_spell_wild_viletide	wh_main_anc_group_common	True	False	spell
wh_dlc03_spell_wild_viletide_upgraded		True	wh_dlc03_spell_wild_viletide		wh_type_explosion	spell_previews/wild/wh_dlc03_spell_wild_viletide	wh_main_anc_group_common	True	False	spell
wh_dlc03_unit_abilities_slaughterers_call		False	wh_dlc03_unit_abilities_slaughterers_call		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	unit
wh_dlc03_unit_passive_bloodgreed		False	wh_dlc03_unit_passive_bloodgreed		wh_type_augment		wh_main_anc_group_common	False	False	unit
wh_dlc03_unit_passive_drunken		False	wh_dlc03_unit_passive_drunken		wh_type_augment		wh_main_anc_group_uncommon	True	False	unit
wh_dlc03_unit_passive_primal_fury		False	wh_dlc03_unit_passive_primal_fury		wh_type_augment		wh_main_anc_group_uncommon	False	False	unit
wh_dlc03_unit_passive_soul_eater		False	wh_dlc03_unit_passive_soul_eater		wh_type_area_of_hexes		wh_main_anc_group_uncommon	True	False	unit
wh_dlc03_unit_passive_unbinding_chaos_spawn		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh_dlc03_unit_passive_unbinding_cygor		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh_dlc03_unit_passive_unbinding_giant		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh_dlc03_unit_passive_unbinding_manticore		False	unbinding		wh_type_direct_damage		wh_main_anc_group_common	False	False	unit
wh_dlc03_weapon_abilities_axe_of_men		False	wh_dlc03_weapon_abilities_axe_of_men		wh_type_area_of_augments		wh_main_anc_group_rare	True	False	weapon
wh_dlc03_weapon_abilities_hunting_spear		False	wh_dlc03_weapon_abilities_hunting_spear		wh_type_magic_missile		wh_main_anc_group_rare	True	False	weapon
wh_dlc03_weapon_abilities_scourge		False	wh_dlc03_weapon_abilities_scourge		wh_type_augment		wh_main_anc_group_unique	True	False	weapon
wh_dlc03_weapon_passive_everbleed		False	wh_magic_item_passive_weapon		wh_type_augment		wh_main_anc_group_common	True	False	weapon
wh_dlc03_weapon_passive_mangelder		False	wh_magic_item_passive_weapon		wh_type_area_of_hexes		wh_main_anc_group_rare	True	False	weapon
wh_dlc03_weapon_passive_the_brass_cleaver		False	wh_magic_item_passive_weapon		wh_type_area_of_augments		wh_main_anc_group_uncommon	True	False	weapon
wh_dlc03_weapon_passive_the_middenland_runefang		False	wh_magic_item_passive_weapon		wh_type_regeneration		wh_main_anc_group_unique	True	False	weapon
wh_dlc04_hero_passive_divine_power		False	wh_dlc04_hero_passive_divine_power		wh_type_hex		wh_main_anc_group_uncommon	True	False	hero
wh_dlc04_item_abilities_the_carstein_ring		False	wh_dlc04_item_abilities_the_carstein_ring		wh_type_ward_save		wh_main_anc_group_unique	True	False	item
wh_dlc04_item_abilities_the_liber_noctus		False	wh_dlc04_item_abilities_the_liber_noctus		wh_type_augment		wh_main_anc_group_unique	True	False	item
wh_dlc04_item_passive_jade_griffon		False	wh_magic_item_passive_talisman		wh_type_regeneration		wh_main_anc_group_unique	True	False	item
wh_dlc04_lord_abilities_beguile		False	wh_dlc04_lord_abilities_beguile		wh_type_hex		wh_main_anc_group_uncommon	True	False	lord
wh_dlc04_lord_passive_aura_of_dark_majesty		False	wh_dlc04_lord_passive_aura_of_dark_majesty		wh_type_area_of_hexes		wh_main_anc_group_common	True	False	lord
wh_dlc04_quest_abilities_servant_of_nagash		False	wh_dlc04_spell_vamps_raise_dead_ghorst		wh_type_augment		wh_main_anc_group_unique	True	False	quest
wh_dlc04_spell_bound_banishment		True	wh_main_spell_light_banishment		wh_type_vortex		wh_main_anc_group_rare	True	False	bound
wh_dlc04_spell_bound_hammer_of_sigmar_upgraded		True	wh_main_spell_bound_hammer_of_sigmar		wh_type_augment		wh_main_anc_group_uncommon	True	False	bound
wh_dlc04_spell_bound_net_of_amyntok		False	wh_main_spell_light_net_of_amyntok		wh_type_area_of_hexes	spell_previews/light/wh_main_spell_light_net_of_amyntok	wh_main_anc_group_uncommon	True	False	bound
wh_dlc04_spell_bound_shield_of_faith_upgraded		True	wh_main_spell_bound_shield_of_faith		wh_type_area_of_ward_save		wh_main_anc_group_rare	True	False	bound
wh_dlc04_spell_bound_soulfire_upgraded		True	wh_main_spell_bound_soulfire		wh_type_bombardment		wh_main_anc_group_rare	True	False	bound
wh_dlc04_spell_death_doom_and_darkness_strigoi		True	wh_main_spell_death_doom_and_darkness	wh_main_spell_death_doom_and_darkness_upgraded	wh_type_hex		wh_main_anc_group_uncommon	True	False	spell
wh_dlc04_spell_death_soulblight_strigoi		True	wh_main_spell_death_soulblight	wh_main_spell_death_soulblight_upgraded	wh_type_area_of_hexes		wh_main_anc_group_uncommon	True	False	spell
wh_dlc04_spell_death_spirit_leech_strigoi		True	wh_main_spell_death_spirit_leech	wh_main_spell_death_spirit_leech_upgraded	wh_type_direct_damage		wh_main_anc_group_common	True	False	spell
wh_dlc04_spell_vampires_curse_of_years_helman		True	wh_main_spell_vampires_curse_of_years		wh_type_area_of_hexes	spell_previews/vampire/wh_main_spell_vampires_curse_of_years	wh_main_anc_group_rare	True	False	spell
wh_dlc04_spell_vampires_gaze_of_nagash_helman		True	wh_main_spell_vampires_gaze_of_nagash	wh_main_spell_vampires_gaze_of_nagash_upgraded	wh_type_magic_missiles	spell_previews/vampire/wh_main_spell_vampires_gaze_of_nagash	wh_main_anc_group_uncommon	True	False	spell
wh_dlc04_spell_vampires_gaze_of_nagash_strigoi		True	wh_main_spell_vampires_gaze_of_nagash	wh_main_spell_vampires_gaze_of_nagash_upgraded	wh_type_magic_missiles	spell_previews/vampire/wh_main_spell_vampires_gaze_of_nagash	wh_main_anc_group_uncommon	True	False	spell
wh_dlc04_spell_vampires_invocation_of_nehek_helman		True	wh_main_spell_vampires_invocation_of_nehek	wh_main_spell_vampires_invocation_of_nehek_upgraded	wh_type_regeneration	spell_previews/vampire/wh_main_spell_vampires_invocation_of_nehek	wh_main_anc_group_common	True	False	spell
