unit_set_to_unit_junctions_tables
0
exclude	unit_caste	unit_category	unit_class	unit_record	unit_set
False				wh_main_chs_inf_chaos_marauders_0	chs_marauders
False				wh_main_chs_inf_chaos_marauders_1	chs_marauders
False				wh_dlc03_bst_mon_chaos_spawn_0	chs_spawns
False				wh_main_chs_mon_chaos_spawn	chs_spawns
False				wh_dlc01_chs_mon_trolls_1	chs_trolls
False				wh_main_chs_mon_trolls	chs_trolls
False				wh_dlc01_chs_cav_gorebeast_chariot	chs_warmachines
False				wh_main_chs_art_hellcannon	chs_warmachines
False				wh_main_chs_cav_chaos_chariot	chs_warmachines
False				wh_dlc01_chs_inf_chaos_warriors_2	chs_warriors_only
False				wh_main_chs_inf_chaos_warriors_0	chs_warriors_only
False				wh_main_chs_inf_chaos_warriors_1	chs_warriors_only
False				wh_dlc01_chs_inf_chaos_warriors_2	chs_warriors
False				wh_dlc06_chs_inf_aspiring_champions_0	chs_warriors
False				wh_main_chs_inf_chaos_warriors_0	chs_warriors
False				wh_main_chs_inf_chaos_warriors_1	chs_warriors
False				wh2_main_def_inf_harpies	def_beasts
False				wh2_main_def_mon_black_dragon	def_beasts
False				wh2_main_def_mon_war_hydra	def_beasts
False				wh2_main_def_inf_black_guard_0	def_black_council
False				wh2_main_def_inf_bleakswords_0	def_black_council
False				wh2_main_def_inf_darkshards_0	def_black_council
False				wh2_main_def_inf_darkshards_1	def_black_council
False				wh2_main_def_inf_dreadspears_0	def_black_council
False				wh2_main_def_inf_black_guard_0	def_blackguard
False				wh2_main_def_art_reaper_bolt_thrower	def_boltthrowers
False				wh2_main_def_cha_death_hag_0	def_characters
False				wh2_main_def_cha_death_hag_1	def_characters
False				wh2_main_def_cha_dreadlord_0	def_characters
False				wh2_main_def_cha_dreadlord_1	def_characters
False				wh2_main_def_cha_dreadlord_2	def_characters
False				wh2_main_def_cha_dreadlord_4	def_characters
False				wh2_main_def_cha_dreadlord_5	def_characters
False				wh2_main_def_cha_dreadlord_female_0	def_characters
False				wh2_main_def_cha_dreadlord_female_1	def_characters
False				wh2_main_def_cha_dreadlord_female_2	def_characters
False				wh2_main_def_cha_dreadlord_female_4	def_characters
False				wh2_main_def_cha_dreadlord_female_5	def_characters
False				wh2_main_def_cha_khainite_assassin_0	def_characters
False				wh2_main_def_cha_malekith_0	def_characters
False				wh2_main_def_cha_malekith_1	def_characters
False				wh2_main_def_cha_malekith_2	def_characters
False				wh2_main_def_cha_malekith_3	def_characters
False				wh2_main_def_cha_morathi_0	def_characters
False				wh2_main_def_cha_morathi_1	def_characters
False				wh2_main_def_cha_sorceress_dark_0	def_characters
False				wh2_main_def_cha_sorceress_dark_1	def_characters
False				wh2_main_def_cha_sorceress_dark_2	def_characters
False				wh2_main_def_cha_sorceress_dark_3	def_characters
False				wh2_main_def_cha_sorceress_fire_0	def_characters
False				wh2_main_def_cha_sorceress_fire_1	def_characters
False				wh2_main_def_cha_sorceress_fire_2	def_characters
False				wh2_main_def_cha_sorceress_fire_3	def_characters
False				wh2_main_def_cha_sorceress_shadow_0	def_characters
False				wh2_main_def_cha_sorceress_shadow_1	def_characters
False				wh2_main_def_cha_sorceress_shadow_2	def_characters
False				wh2_main_def_cha_sorceress_shadow_3	def_characters
False				wh2_main_def_cav_cold_one_chariot	def_coldonechariots
False				wh2_main_def_cav_cold_one_knights_0	def_coldoneknights
False				wh2_main_def_cav_cold_one_knights_1	def_coldoneknights
False				wh2_main_def_inf_black_ark_corsairs_0	def_corsairs
False				wh2_main_def_inf_black_ark_corsairs_1	def_corsairs
False				wh2_main_def_inf_darkshards_0	def_crossbowmen
False				wh2_main_def_inf_darkshards_1	def_crossbowmen
False				wh2_main_def_cav_dark_riders_0	def_darkriders
False				wh2_main_def_cav_dark_riders_1	def_darkriders
False				wh2_main_def_cav_dark_riders_2	def_darkriders
False				wh2_main_def_inf_darkshards_1	def_darkshards_shields
False				wh2_main_def_mon_black_dragon	def_dragons
False				wh2_main_def_cav_cold_one_knights_1	def_dreadknights
False				wh2_main_def_inf_har_ganeth_executioners_0	def_executioners
False				wh2_main_def_inf_harpies	def_harpies
False				wh2_main_def_mon_war_hydra	def_hydra
False				wh2_main_def_inf_shades_0	def_shades
False				wh2_main_def_inf_shades_1	def_shades
False				wh2_main_def_inf_shades_2	def_shades
False				wh2_main_def_inf_dreadspears_0	def_spearmen
False				wh2_main_def_inf_bleakswords_0	def_swordmen
False				wh2_main_def_inf_witch_elves_0	def_witchelves
False				wh_dlc07_brt_inf_foot_squires_0	dlc07_brt_foot_squires
False				wh_dlc07_brt_cav_grail_guardians_0	dlc07_brt_grail_guardians
False				wh_dlc07_brt_cav_royal_hippogryph_knights_0	dlc07_brt_grail_vow_unique_fay
False				wh_dlc07_brt_cav_royal_pegasus_knights_0	dlc07_brt_grail_vow_unique_fay
False				wh_main_brt_cav_grail_knights	dlc07_brt_grail_vow_unique_fay
False				wh_dlc07_brt_cav_grail_guardians_0	dlc07_brt_grail_vow
False				wh_dlc07_brt_cav_royal_hippogryph_knights_0	dlc07_brt_grail_vow
False				wh_dlc07_brt_cav_royal_pegasus_knights_0	dlc07_brt_grail_vow
False				wh_main_brt_cav_grail_knights	dlc07_brt_grail_vow
False				wh_dlc07_brt_inf_battle_pilgrims_0	dlc07_brt_inf_battle_pilgrims
False				wh_dlc07_brt_inf_grail_reliquae_0	dlc07_brt_inf_battle_pilgrims
False				wh_main_brt_cav_knights_of_the_realm	dlc07_brt_knights_realm
False				wh_dlc07_brt_cav_knights_errant_0	dlc07_brt_knights_vow
False				wh_main_brt_cav_knights_of_the_realm	dlc07_brt_knights_vow
False				wh_main_brt_cav_pegasus_knights	dlc07_brt_knights_vow
False				wh_dlc07_brt_cav_questing_knights_0	dlc07_brt_quest_vow
False				wh_dlc07_brt_cav_royal_hippogryph_knights_0	dlc07_brt_royal_units
False				wh_dlc07_brt_cav_royal_pegasus_knights_0	dlc07_brt_royal_units
False				wh_dlc06_dwf_inf_norgrimlings_irondrakes_0	dwf_blackpowder
False				wh_main_dwf_art_cannon	dwf_blackpowder
False				wh_main_dwf_art_flame_cannon	dwf_blackpowder
False				wh_main_dwf_art_organ_gun	dwf_blackpowder
False				wh_main_dwf_inf_irondrakes_0	dwf_blackpowder
False				wh_main_dwf_inf_irondrakes_2	dwf_blackpowder
False				wh_main_dwf_inf_thunderers_0	dwf_blackpowder
False				wh_dlc06_dwf_veh_skyhammer_0	dwf_bomber
False				wh_main_dwf_veh_gyrobomber	dwf_bomber
False				wh_main_dwf_cha_high_king_thorgrim_grudgebearer_1	dwf_characters
False				wh_main_dwf_cha_lord_0	dwf_characters
False				wh_main_dwf_cha_master_engineer_0	dwf_characters
False				wh_main_dwf_cha_rune_smith_0	dwf_characters
False				wh_main_dwf_cha_thane	dwf_characters
False				wh_main_dwf_cha_ungrim_ironfist	dwf_characters
False				wh_dlc06_dwf_inf_bugmans_rangers_0	dwf_dlc06_rangers
False				wh_dlc06_dwf_inf_rangers_0	dwf_dlc06_rangers
False				wh_dlc06_dwf_inf_rangers_1	dwf_dlc06_rangers
False				wh_dlc06_dwf_inf_ulthars_raiders_0	dwf_dlc06_rangers
False				wh_main_dwf_art_flame_cannon	dwf_flame_cannon
False				wh_dlc06_dwf_art_bolt_thrower_0	dwf_grudgeboltthrowers
False				wh_dlc06_dwf_art_gob_lobber_0	dwf_grudgeboltthrowers
False				wh_main_dwf_art_grudge_thrower	dwf_grudgeboltthrowers
False				wh_main_dwf_veh_gyrocopter_1	dwf_gyro_flame
False				wh_dlc06_dwf_veh_skyhammer_0	dwf_gyros
False				wh_main_dwf_veh_gyrobomber	dwf_gyros
False				wh_main_dwf_veh_gyrocopter_0	dwf_gyros
False				wh_main_dwf_veh_gyrocopter_1	dwf_gyros
False				wh_dlc06_dwf_inf_peak_gate_guard_0	dwf_hammerers
False				wh_main_dwf_inf_hammerers	dwf_hammerers
False				wh_dlc06_dwf_inf_bugmans_rangers_0	dwf_infantry_ranged
False				wh_dlc06_dwf_inf_norgrimlings_irondrakes_0	dwf_infantry_ranged
False				wh_dlc06_dwf_inf_rangers_0	dwf_infantry_ranged
False				wh_dlc06_dwf_inf_rangers_1	dwf_infantry_ranged
False				wh_dlc06_dwf_inf_ulthars_raiders_0	dwf_infantry_ranged
False				wh_main_dwf_inf_irondrakes_0	dwf_infantry_ranged
False				wh_main_dwf_inf_irondrakes_2	dwf_infantry_ranged
False				wh_main_dwf_inf_quarrellers_0	dwf_infantry_ranged
False				wh_main_dwf_inf_quarrellers_1	dwf_infantry_ranged
False				wh_main_dwf_inf_thunderers_0	dwf_infantry_ranged
False				wh_dlc06_dwf_inf_bugmans_rangers_0	dwf_infantry
False				wh_dlc06_dwf_inf_dragonback_slayers_0	dwf_infantry
False				wh_dlc06_dwf_inf_ekrund_miners_0	dwf_infantry
False				wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0	dwf_infantry
False				wh_dlc06_dwf_inf_norgrimlings_irondrakes_0	dwf_infantry
False				wh_dlc06_dwf_inf_old_grumblers_0	dwf_infantry
False				wh_dlc06_dwf_inf_peak_gate_guard_0	dwf_infantry
False				wh_dlc06_dwf_inf_rangers_0	dwf_infantry
False				wh_dlc06_dwf_inf_rangers_1	dwf_infantry
False				wh_dlc06_dwf_inf_ulthars_raiders_0	dwf_infantry
False				wh_dlc06_dwf_inf_warriors_dragonfire_pass_0	dwf_infantry
False				wh_main_dwf_inf_dwarf_warrior_0	dwf_infantry
False				wh_main_dwf_inf_dwarf_warrior_1	dwf_infantry
False				wh_main_dwf_inf_hammerers	dwf_infantry
False				wh_main_dwf_inf_ironbreakers	dwf_infantry
False				wh_main_dwf_inf_irondrakes_0	dwf_infantry
False				wh_main_dwf_inf_irondrakes_2	dwf_infantry
False				wh_main_dwf_inf_longbeards	dwf_infantry
False				wh_main_dwf_inf_longbeards_1	dwf_infantry
False				wh_main_dwf_inf_miners_0	dwf_infantry
False				wh_main_dwf_inf_miners_1	dwf_infantry
False				wh_main_dwf_inf_quarrellers_0	dwf_infantry
False				wh_main_dwf_inf_quarrellers_1	dwf_infantry
False				wh_main_dwf_inf_slayers	dwf_infantry
False				wh_main_dwf_inf_thunderers_0	dwf_infantry
False				wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0	dwf_ironbreaker
False				wh_main_dwf_inf_ironbreakers	dwf_ironbreaker
False				wh_dlc06_dwf_inf_norgrimlings_irondrakes_0	dwf_irondrakes
False				wh_main_dwf_inf_irondrakes_0	dwf_irondrakes
False				wh_main_dwf_inf_irondrakes_2	dwf_irondrakes
False				wh_dlc06_dwf_inf_old_grumblers_0	dwf_longbeards
False				wh_main_dwf_inf_longbeards	dwf_longbeards
False				wh_main_dwf_inf_longbeards_1	dwf_longbeards
False				wh_main_dwf_cha_master_engineer_0	dwf_master_engineer
False				wh_dlc06_dwf_inf_dragonback_slayers_0	dwf_melee_infantry
False				wh_dlc06_dwf_inf_ekrund_miners_0	dwf_melee_infantry
False				wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0	dwf_melee_infantry
False				wh_dlc06_dwf_inf_old_grumblers_0	dwf_melee_infantry
False				wh_dlc06_dwf_inf_peak_gate_guard_0	dwf_melee_infantry
False				wh_dlc06_dwf_inf_warriors_dragonfire_pass_0	dwf_melee_infantry
False				wh_main_dwf_inf_dwarf_warrior_0	dwf_melee_infantry
False				wh_main_dwf_inf_dwarf_warrior_1	dwf_melee_infantry
False				wh_main_dwf_inf_hammerers	dwf_melee_infantry
False				wh_main_dwf_inf_ironbreakers	dwf_melee_infantry
False				wh_main_dwf_inf_longbeards	dwf_melee_infantry
False				wh_main_dwf_inf_longbeards_1	dwf_melee_infantry
False				wh_main_dwf_inf_miners_0	dwf_melee_infantry
False				wh_main_dwf_inf_miners_1	dwf_melee_infantry
False				wh_main_dwf_inf_slayers	dwf_melee_infantry
False				wh_dlc06_dwf_inf_ekrund_miners_0	dwf_miners
False				wh_main_dwf_inf_miners_0	dwf_miners
False				wh_main_dwf_inf_miners_1	dwf_miners
False				wh_pro01_dwf_cha_grombrindal_0	dwf_pro01_grombrindal
False				wh_main_dwf_inf_quarrellers_0	dwf_quarrelers
False				wh_main_dwf_inf_quarrellers_1	dwf_quarrelers
False				wh_dlc06_dwf_art_gob_lobber_0	dwf_ranged_tier_1
False				wh_dlc06_dwf_inf_rangers_0	dwf_ranged_tier_1
False				wh_dlc06_dwf_inf_rangers_1	dwf_ranged_tier_1
False				wh_dlc06_dwf_inf_ulthars_raiders_0	dwf_ranged_tier_1
False				wh_main_dwf_art_grudge_thrower	dwf_ranged_tier_1
False				wh_main_dwf_inf_quarrellers_0	dwf_ranged_tier_1
False				wh_main_dwf_inf_quarrellers_1	dwf_ranged_tier_1
False				wh_main_dwf_inf_thunderers_0	dwf_ranged_tier_1
False				wh_dlc06_dwf_inf_norgrimlings_irondrakes_0	dwf_ranged_tier_2
False				wh_main_dwf_art_cannon	dwf_ranged_tier_2
False				wh_main_dwf_art_flame_cannon	dwf_ranged_tier_2
False				wh_main_dwf_art_organ_gun	dwf_ranged_tier_2
False				wh_main_dwf_inf_irondrakes_0	dwf_ranged_tier_2
False				wh_main_dwf_inf_irondrakes_2	dwf_ranged_tier_2
False				wh_main_dwf_cha_rune_smith_0	dwf_runesmith
False				wh_dlc06_dwf_inf_bugmans_rangers_0	dwf_shield_units
False				wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0	dwf_shield_units
False				wh_dlc06_dwf_inf_rangers_0	dwf_shield_units
False				wh_dlc06_dwf_inf_warriors_dragonfire_pass_0	dwf_shield_units
False				wh_main_dwf_inf_dwarf_warrior_0	dwf_shield_units
False				wh_main_dwf_inf_ironbreakers	dwf_shield_units
False				wh_main_dwf_inf_longbeards	dwf_shield_units
False				wh_main_dwf_inf_quarrellers_0	dwf_shield_units
False				wh_main_dwf_inf_thunderers_0	dwf_shield_units
False				wh_dlc06_dwf_inf_dragonback_slayers_0	dwf_slayers_and_ungrim
False				wh_main_dwf_cha_ungrim_ironfist	dwf_slayers_and_ungrim
False				wh_main_dwf_inf_slayers	dwf_slayers_and_ungrim
False				wh_dlc06_dwf_inf_dragonback_slayers_0	dwf_slayers
False				wh_main_dwf_inf_slayers	dwf_slayers
False				wh_main_dwf_cha_thane	dwf_thane
False				wh_main_dwf_inf_thunderers_0	dwf_thunderers
False				wh_dlc06_dwf_inf_warriors_dragonfire_pass_0	dwf_warriors
False				wh_main_dwf_inf_dwarf_warrior_0	dwf_warriors
False				wh_main_dwf_inf_dwarf_warrior_1	dwf_warriors
False				wh_dlc06_dwf_inf_old_grumblers_0	dwf_wpn_greataxe
False				wh_dlc06_dwf_inf_rangers_1	dwf_wpn_greataxe
False				wh_dlc06_dwf_inf_ulthars_raiders_0	dwf_wpn_greataxe
False				wh_main_dwf_inf_dwarf_warrior_1	dwf_wpn_greataxe
False				wh_main_dwf_inf_longbeards_1	dwf_wpn_greataxe
False				wh_main_dwf_inf_quarrellers_1	dwf_wpn_greataxe
False				wh_dlc06_dwf_inf_peak_gate_guard_0	dwf_wpn_hammer
False				wh_main_dwf_inf_hammerers	dwf_wpn_hammer
False				wh_dlc06_dwf_inf_bugmans_rangers_0	dwf_wpn_handweapon
False				wh_dlc06_dwf_inf_dragonback_slayers_0	dwf_wpn_handweapon
False				wh_dlc06_dwf_inf_norgrimlings_ironbreakers_0	dwf_wpn_handweapon
False				wh_dlc06_dwf_inf_old_grumblers_0	dwf_wpn_handweapon
False				wh_dlc06_dwf_inf_rangers_0	dwf_wpn_handweapon
False				wh_dlc06_dwf_inf_warriors_dragonfire_pass_0	dwf_wpn_handweapon
False				wh_main_dwf_inf_dwarf_warrior_0	dwf_wpn_handweapon
False				wh_main_dwf_inf_dwarf_warrior_1	dwf_wpn_handweapon
False				wh_main_dwf_inf_ironbreakers	dwf_wpn_handweapon
False				wh_main_dwf_inf_longbeards	dwf_wpn_handweapon
False				wh_main_dwf_inf_longbeards_1	dwf_wpn_handweapon
False				wh_main_dwf_inf_quarrellers_0	dwf_wpn_handweapon
False				wh_main_dwf_inf_slayers	dwf_wpn_handweapon
False				wh_main_dwf_inf_thunderers_0	dwf_wpn_handweapon
False				wh_dlc06_dwf_inf_ekrund_miners_0	dwf_wpn_picks
False				wh_main_dwf_inf_miners_0	dwf_wpn_picks
False				wh_main_dwf_inf_miners_1	dwf_wpn_picks
False		war_beast			elephants
False				wh_dlc04_emp_art_hammer_of_the_witches_0	emp_artillery
False				wh_dlc04_emp_art_sunmaker_0	emp_artillery
False				wh_main_emp_art_great_cannon	emp_artillery
False				wh_main_emp_art_helblaster_volley_gun	emp_artillery
False				wh_main_emp_art_helstorm_rocket_battery	emp_artillery
False				wh_main_emp_art_mortar	emp_artillery
False				wh_dlc03_emp_cha_boris_todbringer_0	emp_characters
False				wh_dlc03_emp_cha_boris_todbringer_1	emp_characters
False				wh_dlc03_emp_cha_wizard_beasts_0	emp_characters
False				wh_dlc03_emp_cha_wizard_beasts_1	emp_characters
False				wh_dlc03_emp_cha_wizard_beasts_2	emp_characters
False				wh_dlc03_emp_cha_wizard_beasts_3	emp_characters
False				wh_dlc03_emp_cha_wizard_beasts_4	emp_characters
False				wh_dlc04_emp_cha_arch_lector_0	emp_characters
False				wh_dlc04_emp_cha_arch_lector_1	emp_characters
False				wh_dlc04_emp_cha_arch_lector_2	emp_characters
False				wh_dlc04_emp_cha_volkmar_the_grim_0	emp_characters
False				wh_dlc04_emp_cha_volkmar_the_grim_1	emp_characters
False				wh_dlc04_emp_cha_volkmar_the_grim_2	emp_characters
False				wh_dlc04_emp_cha_volkmar_the_grim_3	emp_characters
False				wh_dlc05_emp_cha_wizard_life_0	emp_characters
False				wh_dlc05_emp_cha_wizard_life_1	emp_characters
False				wh_dlc05_emp_cha_wizard_life_2	emp_characters
False				wh_dlc05_emp_cha_wizard_life_3	emp_characters
False				wh_dlc05_emp_cha_wizard_shadows_0	emp_characters
False				wh_dlc05_emp_cha_wizard_shadows_1	emp_characters
False				wh_dlc05_emp_cha_wizard_shadows_2	emp_characters
False				wh_dlc05_emp_cha_wizard_shadows_3	emp_characters
False				wh_main_emp_cha_balthasar_gelt_0	emp_characters
False				wh_main_emp_cha_balthasar_gelt_1	emp_characters
False				wh_main_emp_cha_captain_0	emp_characters
False				wh_main_emp_cha_captain_1	emp_characters
False				wh_main_emp_cha_captain_2	emp_characters
False				wh_main_emp_cha_captain_3	emp_characters
False				wh_main_emp_cha_general_0	emp_characters
False				wh_main_emp_cha_general_1	emp_characters
False				wh_main_emp_cha_general_2	emp_characters
False				wh_main_emp_cha_general_3	emp_characters
False				wh_main_emp_cha_karl_franz_0	emp_characters
False				wh_main_emp_cha_karl_franz_1	emp_characters
False				wh_main_emp_cha_karl_franz_2	emp_characters
False				wh_main_emp_cha_karl_franz_3	emp_characters
False				wh_main_emp_cha_karl_franz_4	emp_characters
False				wh_main_emp_cha_warrior_priest_0	emp_characters
False				wh_main_emp_cha_warrior_priest_1	emp_characters
False				wh_main_emp_cha_warrior_priest_2	emp_characters
False				wh_main_emp_cha_witch_hunter	emp_characters
False				wh_main_emp_cha_wizard_fire_0	emp_characters
False				wh_main_emp_cha_wizard_fire_1	emp_characters
False				wh_main_emp_cha_wizard_fire_2	emp_characters
False				wh_main_emp_cha_wizard_fire_3	emp_characters
False				wh_main_emp_cha_wizard_heavens_0	emp_characters
False				wh_main_emp_cha_wizard_heavens_1	emp_characters
False				wh_main_emp_cha_wizard_heavens_2	emp_characters
False				wh_main_emp_cha_wizard_heavens_4	emp_characters
False				wh_main_emp_cha_wizard_light_0	emp_characters
False				wh_main_emp_cha_wizard_light_1	emp_characters
False				wh_main_emp_cha_wizard_light_2	emp_characters
False				wh_main_emp_cha_wizard_light_4	emp_characters
False				wh_main_emp_inf_crossbowmen	emp_crossbow
False				wh_dlc04_emp_cav_royal_altdorf_gryphites_0	emp_demigryphs
False				wh_main_emp_cav_demigryph_knights_0	emp_demigryphs
False				wh_main_emp_cav_demigryph_knights_1	emp_demigryphs
False				wh_dlc04_emp_inf_flagellants_0	emp_flagellants
False				wh_dlc04_emp_inf_tattersouls_0	emp_flagellants
False				wh_dlc04_emp_inf_free_company_militia_0	emp_freecompany
False				wh_dlc04_emp_inf_stirlands_revenge_0	emp_freecompany
False				wh_dlc04_emp_art_hammer_of_the_witches_0	emp_greatcannon
False				wh_main_emp_art_great_cannon	emp_greatcannon
False				wh_main_emp_inf_greatswords	emp_greatswords
False				wh_dlc04_emp_cav_royal_altdorf_gryphites_0	emp_halberds
False				wh_main_emp_cav_demigryph_knights_1	emp_halberds
False				wh_main_emp_inf_halberdiers	emp_halberds
False				wh_dlc04_emp_inf_silver_bullets_0	emp_handgunners
False				wh_main_emp_inf_handgunners	emp_handgunners
False				wh_dlc04_emp_inf_flagellants_0	emp_infantry
False				wh_dlc04_emp_inf_free_company_militia_0	emp_infantry
False				wh_dlc04_emp_inf_sigmars_sons_0	emp_infantry
False				wh_dlc04_emp_inf_silver_bullets_0	emp_infantry
False				wh_dlc04_emp_inf_stirlands_revenge_0	emp_infantry
False				wh_dlc04_emp_inf_tattersouls_0	emp_infantry
False				wh_main_emp_inf_crossbowmen	emp_infantry
False				wh_main_emp_inf_greatswords	emp_infantry
False				wh_main_emp_inf_halberdiers	emp_infantry
False				wh_main_emp_inf_handgunners	emp_infantry
False				wh_main_emp_inf_spearmen_0	emp_infantry
False				wh_main_emp_inf_spearmen_1	emp_infantry
False				wh_main_emp_inf_swordsmen	emp_infantry
False				wh_dlc04_emp_cav_knights_blazing_sun_0	emp_knights
False				wh_dlc04_emp_cav_zintlers_reiksguard_0	emp_knights
False				wh_main_emp_cav_empire_knights	emp_knights
False				wh_main_emp_cav_reiksguard	emp_knights
False				wh_dlc04_emp_cav_knights_blazing_sun_0	emp_lances
False				wh_dlc04_emp_cav_zintlers_reiksguard_0	emp_lances
False				wh_main_emp_cav_demigryph_knights_0	emp_lances
False				wh_main_emp_cav_empire_knights	emp_lances
False				wh_main_emp_cav_reiksguard	emp_lances
False				wh_dlc04_emp_inf_free_company_militia_0	emp_melee_infantry_tier_1
False				wh_dlc04_emp_inf_sigmars_sons_0	emp_melee_infantry_tier_1
False				wh_dlc04_emp_inf_stirlands_revenge_0	emp_melee_infantry_tier_1
False				wh_main_emp_inf_greatswords	emp_melee_infantry_tier_1
False				wh_main_emp_inf_halberdiers	emp_melee_infantry_tier_1
False				wh_main_emp_inf_spearmen_0	emp_melee_infantry_tier_1
False				wh_main_emp_inf_spearmen_1	emp_melee_infantry_tier_1
False				wh_main_emp_inf_swordsmen	emp_melee_infantry_tier_1
False				wh_dlc04_emp_cav_knights_blazing_sun_0	emp_melee_infantry_tier_2
False				wh_dlc04_emp_cav_zintlers_reiksguard_0	emp_melee_infantry_tier_2
False				wh_main_emp_cav_empire_knights	emp_melee_infantry_tier_2
False				wh_main_emp_cav_reiksguard	emp_melee_infantry_tier_2
False				wh_main_emp_cav_outriders_0	emp_outriders
False				wh_main_emp_cav_outriders_1	emp_outriders
False				wh_main_emp_cav_pistoliers_1	emp_pistoleers
False				wh_dlc04_emp_cav_knights_blazing_sun_0	emp_reiksguard
False				wh_dlc04_emp_cav_zintlers_reiksguard_0	emp_reiksguard
False				wh_main_emp_cav_empire_knights	emp_reiksguard
False				wh_main_emp_cav_reiksguard	emp_reiksguard
False				wh_main_emp_inf_spearmen_0	emp_spears
False				wh_main_emp_inf_spearmen_1	emp_spears
False				wh_dlc04_emp_inf_flagellants_0	emp_state_troops
False				wh_dlc04_emp_inf_free_company_militia_0	emp_state_troops
False				wh_dlc04_emp_inf_sigmars_sons_0	emp_state_troops
False				wh_dlc04_emp_inf_silver_bullets_0	emp_state_troops
False				wh_dlc04_emp_inf_stirlands_revenge_0	emp_state_troops
False				wh_dlc04_emp_inf_tattersouls_0	emp_state_troops
False				wh_main_emp_inf_crossbowmen	emp_state_troops
False				wh_main_emp_inf_halberdiers	emp_state_troops
False				wh_main_emp_inf_handgunners	emp_state_troops
False				wh_main_emp_inf_spearmen_0	emp_state_troops
False				wh_main_emp_inf_spearmen_1	emp_state_troops
False				wh_main_emp_inf_swordsmen	emp_state_troops
False				wh_dlc04_emp_cav_royal_altdorf_gryphites_0	emp_steam_tank_and_demigryph_knights
False				wh_main_emp_cav_demigryph_knights_0	emp_steam_tank_and_demigryph_knights
False				wh_main_emp_cav_demigryph_knights_1	emp_steam_tank_and_demigryph_knights
False				wh_main_emp_veh_steam_tank	emp_steam_tank_and_demigryph_knights
False				wh_main_emp_veh_steam_tank	emp_steam_tank
False				wh_dlc04_emp_inf_free_company_militia_0	emp_swords
False				wh_dlc04_emp_inf_sigmars_sons_0	emp_swords
False				wh_dlc04_emp_inf_stirlands_revenge_0	emp_swords
False				wh_main_emp_inf_swordsmen	emp_swords
False				wh_dlc04_emp_veh_templehof_luminark_0	emp_warmachines
False				wh_main_emp_veh_luminark_of_hysh_0	emp_warmachines
False				wh_main_emp_veh_steam_tank	emp_warmachines
False				wh_dlc03_emp_cha_wizard_beasts_0	emp_wizards
False				wh_dlc03_emp_cha_wizard_beasts_1	emp_wizards
False				wh_dlc03_emp_cha_wizard_beasts_2	emp_wizards
False				wh_dlc03_emp_cha_wizard_beasts_3	emp_wizards
False				wh_dlc03_emp_cha_wizard_beasts_4	emp_wizards
False				wh_dlc05_emp_cha_wizard_life_0	emp_wizards
False				wh_dlc05_emp_cha_wizard_life_1	emp_wizards
False				wh_dlc05_emp_cha_wizard_life_2	emp_wizards
False				wh_main_emp_cha_wizard_fire_0	emp_wizards
False				wh_main_emp_cha_wizard_fire_1	emp_wizards
False				wh_main_emp_cha_wizard_fire_2	emp_wizards
False				wh_main_emp_cha_wizard_fire_3	emp_wizards
False				wh_main_emp_cha_wizard_heavens_0	emp_wizards
False				wh_main_emp_cha_wizard_heavens_1	emp_wizards
False				wh_main_emp_cha_wizard_heavens_2	emp_wizards
False				wh_main_emp_cha_wizard_heavens_4	emp_wizards
False				wh_main_emp_cha_wizard_light_0	emp_wizards
False				wh_main_emp_cha_wizard_light_1	emp_wizards
False				wh_main_emp_cha_wizard_light_2	emp_wizards
False				wh_main_emp_cha_wizard_light_4	emp_wizards
False				wh_dlc04_vmp_cav_chillgheists_0	ethereal
False				wh_main_vmp_cav_hexwraiths	ethereal
False				wh_main_vmp_cha_banshee	ethereal
False				wh_main_vmp_inf_cairn_wraiths	ethereal
False				wh_dlc01_chs_cha_chaos_lord_10	flying_units
False				wh_dlc01_chs_cha_chaos_lord_2	flying_units
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_10	flying_units
False				wh_dlc01_chs_cha_chaos_sorcerer_lord_death_9	flying_units
False				wh_dlc01_chs_cha_exalted_hero_10	flying_units
False				wh_dlc03_emp_cha_wizard_beasts_3	flying_units
False				wh_dlc03_emp_cha_wizard_beasts_4	flying_units
False				wh_dlc04_vmp_mon_devils_swartzhafen_0	flying_units
False				wh_dlc06_dwf_veh_skyhammer_0	flying_units
False				wh_main_brt_cav_pegasus_knights	flying_units
False				wh_main_brt_cha_king_louen_leoncoeur_1	flying_units
False				wh_main_brt_cha_lord_2	flying_units
False				wh_main_brt_cha_lord_3	flying_units
False				wh_main_brt_cha_paladin_3	flying_units
False				wh_main_dwf_veh_gyrobomber	flying_units
False				wh_main_dwf_veh_gyrocopter_0	flying_units
False				wh_main_dwf_veh_gyrocopter_1	flying_units
False				wh_main_emp_cha_balthasar_gelt_1	flying_units
False				wh_main_emp_cha_captain_3	flying_units
False				wh_main_emp_cha_general_2	flying_units
False				wh_main_emp_cha_general_3	flying_units
False				wh_main_emp_cha_karl_franz_1	flying_units
False				wh_main_emp_cha_karl_franz_2	flying_units
False				wh_main_emp_cha_wizard_fire_2	flying_units
