names_tables
1
names_group	order	gender	frequency	id
88	1	0	0	2147350622
89	1	0	0	2147350631
106	1	0	0	2147350641
162	1	0	0	2147350644
172	1	0	0	2147350654
98	1	0	0	2147350661
88	1	0	0	2147350671
89	1	0	0	2147350678
106	1	0	0	2147350683
162	1	0	0	2147350687
172	1	0	0	2147350694
98	1	0	0	2147350698
88	1	0	0	2147350707
89	1	0	0	2147350713
106	1	0	0	2147350719
162	1	0	0	2147350729
172	1	0	0	2147350731
98	1	0	0	2147350736
88	1	0	0	2147350740
89	1	0	0	2147350746
106	1	0	0	2147350752
162	1	0	0	2147350758
172	1	0	0	2147350763
98	1	0	0	2147350764
88	1	0	0	2147350772
89	1	0	0	2147350776
106	1	0	0	2147350781
162	1	0	0	2147350783
172	1	0	0	2147350786
98	1	0	0	2147350796
88	1	0	0	2147350801
89	1	0	0	2147350811
106	1	0	0	2147350817
162	1	0	0	2147350819
172	1	0	0	2147350820
98	1	0	0	2147350828
88	1	0	0	2147350835
98	1	0	0	2147350837
106	1	0	0	2147350846
89	1	0	0	2147350853
172	1	0	0	2147350860
162	1	0	0	2147350861
88	1	0	0	2147350863
88	1	2	0	2147350867
89	1	2	0	2147350870
162	1	2	0	2147350878
106	1	2	0	2147350884
172	1	2	0	2147350888
98	1	0	0	2147350895
106	1	0	0	2147350902
89	1	0	0	2147350911
172	1	0	0	2147350920
162	1	0	0	2147350927
88	1	0	0	2147350928
98	1	0	0	2147350938
98	1	0	0	2147350948
98	1	0	0	2147350951
98	1	0	0	2147350953
98	1	0	0	2147350962
98	1	0	0	2147350971
106	1	0	0	2147350978
172	1	0	0	2147350987
172	1	0	0	2147350992
172	1	0	0	2147350996
89	1	0	0	2147351017
89	2	0	0	2147351040
89	1	0	0	2147351047
162	1	0	0	2147351056
106	1	0	0	2147351061
98	1	0	0	2147351071
172	1	0	0	2147351076
89	1	0	0	2147351081
162	1	0	0	2147351088
106	1	0	0	2147351098
98	1	0	0	2147351103
172	1	0	0	2147351112
89	1	0	0	2147351121
162	1	0	0	2147351126
106	1	0	0	2147351129
98	1	0	0	2147351138
172	1	0	0	2147351143
98	1	0	0	2147351149
106	1	0	0	2147351152
89	1	0	0	2147351155
172	1	0	0	2147351158
162	1	0	0	2147351164
88	1	0	0	2147351174
98	1	0	0	2147351184
106	1	0	0	2147351191
89	1	0	0	2147351199
172	1	0	0	2147351202
162	1	0	0	2147351205
89	1	0	0	2147351210
172	1	0	0	2147351220
98	1	0	0	2147351226
106	1	0	0	2147351236
162	1	0	0	2147351242
98	1	0	0	2147351272
106	1	0	0	2147351274
89	1	0	0	2147351277
172	1	0	0	2147351279
162	1	0	0	2147351289
88	1	0	0	2147351294
89	1	0	0	2147351303
172	1	0	0	2147351311
98	1	0	0	2147351316
106	1	0	0	2147351325
162	1	0	0	2147351331
106	1	0	0	2147351332
89	2	2	0	2147351336
98	1	0	0	2147351345
106	1	0	0	2147351346
89	1	0	0	2147351348
172	1	0	0	2147351350
162	1	0	0	2147351358
88	1	0	0	2147351365
98	1	0	0	2147351366
106	1	0	0	2147351368
89	1	0	0	2147351370
172	1	0	0	2147351375
162	1	0	0	2147351381
88	1	0	0	2147351387
98	1	0	0	2147351389
106	1	0	0	2147351390
89	1	0	0	2147351391
172	1	0	0	2147351396
162	1	0	0	2147351398
88	1	0	0	2147351399
98	1	0	0	2147351405
106	1	0	0	2147351415
89	1	0	0	2147351416
172	1	0	0	2147351419
162	1	0	0	2147351427
88	1	0	0	2147351432
98	1	0	0	2147351439
106	1	0	0	2147351441
89	1	0	0	2147351451
172	1	0	0	2147351458
162	1	0	0	2147351459
88	1	0	0	2147351462
98	1	0	0	2147351471
106	1	0	0	2147351475
89	1	0	0	2147351484
172	1	0	0	2147351487
162	1	0	0	2147351489
88	1	0	0	2147351498
89	1	0	0	2147351503
162	1	0	0	2147351507
106	1	0	0	2147351516
98	1	0	0	2147351517
172	1	0	0	2147351524
98	1	0	0	2147351533
106	1	0	0	2147351535
89	1	0	0	2147351539
172	1	0	0	2147351548
162	1	0	0	2147351557
88	1	0	0	2147351562
89	1	0	0	2147351567
162	1	0	0	2147351577
106	1	0	0	2147351580
88	1	0	0	2147351586
172	1	0	0	2147351591
89	1	0	0	2147351595
162	1	0	0	2147351601
106	1	0	0	2147351611
98	1	0	0	2147351620
172	1	0	0	2147351628
98	1	0	0	2147351630
106	1	0	0	2147351634
172	1	0	0	2147351636
89	1	0	0	2147351638
88	1	0	0	2147351645
162	1	0	0	2147351650
98	1	0	0	2147351653
106	1	0	0	2147351658
172	1	0	0	2147351662
89	1	0	0	2147351664
88	1	0	0	2147351668
162	1	0	0	2147351671
98	1	0	0	2147351679
106	1	0	0	2147351687
172	1	0	0	2147351693
89	1	0	0	2147351695
162	1	0	0	2147351701
98	1	0	0	2147351711
106	1	0	0	2147351720
172	1	0	0	2147351722
89	1	0	0	2147351725
88	1	0	0	2147351733
162	1	0	0	2147351740
98	1	0	0	2147351746
106	1	0	0	2147351750
172	1	0	0	2147351760
89	1	0	0	2147351764
88	1	0	0	2147351774
162	1	0	0	2147351779
98	1	2	0	2147351783
106	1	2	0	2147351793
172	1	2	0	2147351794
89	1	2	0	2147351801
88	1	2	0	2147351805
162	1	2	0	2147351809
98	1	0	0	2147351812
106	1	0	0	2147351813
172	1	0	0	2147351822
89	1	0	0	2147351824
162	1	0	0	2147351831
98	1	0	0	2147351834
106	1	0	0	2147351837
172	1	0	0	2147351843
89	1	0	0	2147351848
88	1	0	0	2147351856
162	1	0	0	2147351859
89	1	0	0	2147351865
98	1	0	0	2147351871
106	1	0	0	2147351873
89	1	0	0	2147351876
172	1	0	0	2147351886
162	1	0	0	2147351887
88	1	0	0	2147351888
98	1	0	0	2147351889
106	1	0	0	2147351897
172	1	0	0	2147351900
89	1	0	0	2147351903
88	1	0	0	2147351906
162	1	0	0	2147351911
106	1	0	0	2147351924
172	1	0	0	2147351928
88	1	0	0	2147351934
162	1	0	0	2147351936
98	1	0	0	2147351946
89	1	0	0	2147351959
89	1	0	0	2147351975
106	1	0	0	2147351976
162	1	0	0	2147351981
172	1	0	0	2147351982
98	1	0	0	2147351990
98	1	0	0	2147351993
106	1	0	0	2147351995
172	1	0	0	2147352004
89	1	0	0	2147352006
88	1	0	0	2147352015
162	1	0	0	2147352016
98	1	0	0	2147352025
106	1	0	0	2147352032
88	1	0	0	2147352054
162	1	0	0	2147352060
89	2	2	0	2147352064
89	1	0	0	2147352071
98	1	0	0	2147352072
106	1	0	0	2147352080
172	1	0	0	2147352089
89	1	0	0	2147352091
88	1	0	0	2147352097
162	1	0	0	2147352107
98	1	0	0	2147352111
106	1	0	0	2147352121
172	1	0	0	2147352129
89	1	0	0	2147352137
88	1	0	0	2147352141
162	1	0	0	2147352149
98	1	0	0	2147352153
106	1	0	0	2147352159
172	1	0	0	2147352161
89	1	0	0	2147352165
88	1	0	0	2147352166
162	1	0	0	2147352171
98	1	0	0	2147352181
106	1	0	0	2147352186
172	1	0	0	2147352193
89	1	0	0	2147352203
88	1	0	0	2147352205
162	1	0	0	2147352215
98	1	0	0	2147352223
106	1	0	0	2147352226
172	1	0	0	2147352227
89	1	0	0	2147352228
88	1	0	0	2147352232
162	1	0	0	2147352240
89	1	0	0	2147352244
106	1	0	0	2147352247
162	1	0	0	2147352251
172	1	0	0	2147352261
98	1	0	0	2147352269
98	1	0	0	2147352275
106	1	0	0	2147352280
172	1	0	0	2147352284
89	1	0	0	2147352290
88	1	0	0	2147352291
162	1	0	0	2147352301
106	1	2	0	2147352307
106	1	2	0	2147352317
172	1	0	0	2147352324
172	1	0	0	2147352332
88	1	2	0	2147352338
88	1	2	0	2147352344
88	1	0	0	2147352348
88	1	2	0	2147352354
88	1	2	0	2147352356
88	1	2	0	2147352362
88	1	2	0	2147352368
172	0	1	1	2147352376
172	0	1	1	2147352380
172	0	1	1	2147352389
172	0	1	1	2147352394
172	0	1	1	2147352398
172	0	1	1	2147352400
172	0	1	1	2147352404
172	0	1	1	2147352407
172	0	1	1	2147352412
162	0	1	1	2147352413
162	0	1	1	2147352422
162	0	1	1	2147352429
162	0	1	1	2147352434
162	0	1	1	2147352443
162	0	1	1	2147352446
162	0	1	1	2147352449
162	0	1	1	2147352458
162	0	1	1	2147352466
106	1	0	0	2147352468
106	0	2	0	2147352478
89	1	0	0	2147352481
131	0	0	0	2147352487
162	0	0	0	2147352490
162	0	0	0	2147352494
162	0	0	0	2147352502
162	0	0	0	2147352505
162	0	0	0	2147352509
162	0	0	0	2147352514
162	0	0	0	2147352516
162	0	0	0	2147352525
162	0	0	0	2147352530
162	0	0	0	2147352540
162	0	0	0	2147352541
162	0	0	0	2147352548
162	0	0	0	2147352556
162	0	0	0	2147352558
162	0	0	0	2147352564
162	0	0	0	2147352570
162	0	0	0	2147352575
162	0	0	0	2147352584
162	0	0	0	2147352594
162	0	0	0	2147352603
162	0	0	0	2147352607
162	0	0	0	2147352616
162	0	0	0	2147352619
162	0	0	0	2147352626
162	0	0	0	2147352629
162	0	0	0	2147352632
162	0	0	0	2147352635
162	0	0	0	2147352645
162	0	0	0	2147352647
162	0	0	0	2147352653
162	0	0	0	2147352659
162	0	0	0	2147352667
162	0	0	0	2147352673
162	0	0	0	2147352678
162	0	0	0	2147352679
162	0	0	0	2147352685
162	0	0	0	2147352689
88	1	2	0	2147352695
89	2	2	0	2147352711
89	1	0	1	2147352718
162	0	1	1	2147352726
98	0	0	1	2147352733
98	0	0	1	2147352742
98	0	0	1	2147352745
162	0	0	1	2147352751
162	0	1	1	2147352760
89	0	0	1	2147352765
89	1	0	1	2147352770
162	0	0	1	2147352771
162	1	0	1	2147352780
162	1	0	1	2147352783
162	0	1	1	2147352785
162	0	0	1	2147352794
162	0	1	1	2147352796
162	0	0	1	2147352806
143	0	0	0	2147352809
143	0	0	0	2147352813
143	0	0	0	2147352825
143	0	0	0	2147352833
143	0	1	1	2147352837
143	0	0	0	2147352839
143	0	0	0	2147352841
143	0	1	0	2147352842
143	0	1	0	2147352844
143	0	0	0	2147352850
143	0	1	0	2147352860
143	0	0	0	2147352870
143	0	1	1	2147352877
143	0	1	1	2147352885
143	0	1	1	2147352887
143	0	0	0	2147352890
131	0	0	0	2147352897
91	0	2	0	2147352901
91	0	2	0	2147352911
172	0	1	1	2147352920
172	0	1	1	2147352924
172	0	1	1	2147352926
172	1	2	1	2147352928
162	1	2	1	2147352930
162	1	2	1	2147352932
162	1	2	1	2147352936
162	1	2	1	2147352937
162	1	2	1	2147352946
162	1	2	1	2147352947
162	1	0	1	2147352955
162	1	0	1	2147352960
162	1	0	1	2147352964
162	1	2	1	2147352974
162	1	2	1	2147352980
162	1	2	1	2147352990
162	1	2	1	2147352995
162	1	0	1	2147352997
162	1	0	1	2147353000
162	1	0	1	2147353006
162	1	2	1	2147353010
162	1	2	1	2147353014
162	1	2	1	2147353021
162	1	2	1	2147353031
162	1	2	1	2147353035
162	1	2	1	2147353036
162	1	2	1	2147353045
162	1	2	1	2147353052
162	0	1	1	2147353053
162	0	1	1	2147353063
162	0	1	1	2147353072
162	0	1	1	2147353074
162	0	1	1	2147353082
162	0	1	1	2147353091
162	0	1	1	2147353099
162	0	0	1	2147353105
162	0	0	1	2147353114
162	0	0	1	2147353121
162	0	0	1	2147353122
162	0	0	1	2147353125
162	0	0	1	2147353129
162	0	0	1	2147353132
162	0	0	1	2147353133
162	0	0	1	2147353135
162	0	0	1	2147353142
162	0	0	1	2147353149
162	0	0	1	2147353155
162	0	0	1	2147353158
162	0	0	1	2147353160
162	0	0	1	2147353170
162	0	0	1	2147353175
162	0	0	1	2147353177
162	0	0	1	2147353181
162	0	0	1	2147353186
162	0	0	1	2147353194
162	0	0	1	2147353196
162	0	0	1	2147353206
162	0	0	1	2147353215
162	0	0	1	2147353218
162	0	0	1	2147353228
162	0	0	1	2147353230
162	0	0	1	2147353232
162	0	0	1	2147353237
162	0	0	1	2147353238
162	0	0	1	2147353242
162	0	0	1	2147353247
162	0	0	1	2147353254
162	0	0	1	2147353257
98	1	2	1	2147353266
98	1	2	1	2147353271
98	1	2	1	2147353276
98	1	2	1	2147353280
98	1	2	1	2147353290
98	1	2	1	2147353296
98	1	2	1	2147353297
98	1	2	1	2147353302
98	1	2	1	2147353310
98	1	2	1	2147353316
98	1	2	1	2147353325
98	1	2	1	2147353329
98	1	2	1	2147353332
98	1	2	1	2147353333
98	1	2	1	2147353343
98	1	2	1	2147353351
98	1	2	1	2147353352
98	1	2	1	2147353354
98	1	2	1	2147353363
98	1	2	1	2147353369
98	1	2	1	2147353375
98	1	2	1	2147353383
98	1	2	1	2147353390
98	1	2	1	2147353400
98	1	2	1	2147353403
98	1	2	1	2147353408
98	1	2	1	2147353414
98	1	2	1	2147353423
98	1	2	1	2147353427
98	1	2	1	2147353428
98	1	2	1	2147353435
98	1	2	1	2147353445
98	1	2	1	2147353448
98	1	2	1	2147353456
98	1	2	1	2147353461
98	1	2	1	2147353465
98	1	2	1	2147353466
98	1	2	1	2147353472
98	1	2	1	2147353473
98	1	2	1	2147353474
98	1	2	1	2147353480
98	1	2	1	2147353485
98	1	2	1	2147353488
98	1	2	1	2147353490
98	1	2	1	2147353499
98	1	2	1	2147353509
98	1	2	1	2147353514
98	1	2	1	2147353518
98	1	2	1	2147353524
98	1	2	1	2147353527
98	1	2	1	2147353537
98	1	2	1	2147353544
98	1	2	1	2147353551
98	1	2	1	2147353554
98	1	2	1	2147353558
98	1	2	1	2147353566
98	1	2	1	2147353571
98	1	2	1	2147353581
98	1	2	1	2147353584
98	1	2	1	2147353587
98	1	2	1	2147353590
98	1	2	1	2147353597
98	1	2	1	2147353598
98	1	2	1	2147353599
98	1	2	1	2147353606
98	1	2	1	2147353616
98	1	2	1	2147353626
98	1	2	1	2147353631
98	1	2	1	2147353636
98	1	2	1	2147353646
98	1	2	1	2147353652
98	1	2	1	2147353658
98	0	0	1	2147353662
98	0	0	1	2147353669
98	0	0	1	2147353672
98	0	0	1	2147353674
98	0	0	1	2147353681
98	0	0	1	2147353691
98	0	0	1	2147353701
98	0	0	1	2147353706
98	0	0	1	2147353716
98	0	0	1	2147353726
98	0	0	1	2147353733
98	0	0	1	2147353743
98	0	0	1	2147353751
98	0	0	1	2147353752
98	0	0	1	2147353753
98	0	0	1	2147353759
98	0	0	1	2147353764
98	0	0	1	2147353765
98	0	0	1	2147353772
98	0	0	1	2147353777
98	0	0	1	2147353782
98	0	0	1	2147353785
98	0	0	1	2147353791
98	0	0	1	2147353800
98	0	0	1	2147353803
98	0	0	1	2147353813
98	0	0	1	2147353818
98	0	0	1	2147353828
98	0	0	1	2147353834
98	0	0	1	2147353836
98	0	0	1	2147353841
98	0	0	1	2147353848
106	1	2	1	2147353849
106	1	2	1	2147353855
106	1	2	1	2147353859
106	1	2	1	2147353862
106	1	2	1	2147353870
106	1	2	1	2147353876
106	1	2	1	2147353883
106	1	2	1	2147353887
106	1	2	1	2147353890
106	1	2	1	2147353898
106	1	2	1	2147353904
106	1	2	1	2147353905
106	1	2	1	2147353912
106	1	2	1	2147353916
106	1	2	1	2147353925
106	1	2	1	2147353932
106	1	2	1	2147353937
106	1	2	1	2147353943
106	1	2	1	2147353948
106	1	2	1	2147353952
106	1	2	1	2147353957
106	1	2	1	2147353961
106	1	2	1	2147353962
106	1	2	1	2147353971
106	1	2	1	2147353977
106	1	2	1	2147353978
106	1	2	1	2147353982
106	1	2	1	2147353985
106	1	2	1	2147353995
106	1	2	1	2147354000
106	1	2	1	2147354008
106	1	2	1	2147354012
106	1	2	1	2147354013
106	1	2	1	2147354017
106	1	2	1	2147354024
106	1	2	1	2147354027
106	1	2	1	2147354029
106	1	2	1	2147354039
106	1	2	1	2147354041
106	1	2	1	2147354048
106	1	2	1	2147354056
106	1	2	1	2147354071
106	1	2	1	2147354078
106	1	2	1	2147354087
106	1	2	1	2147354095
106	0	0	1	2147354104
106	0	0	1	2147354111
106	0	0	1	2147354120
106	0	0	1	2147354127
106	0	0	1	2147354129
106	0	0	1	2147354135
106	0	0	1	2147354142
106	0	0	1	2147354151
106	0	0	1	2147354158
106	0	0	1	2147354167
106	0	0	1	2147354176
106	0	0	1	2147354186
106	0	0	1	2147354194
106	0	0	1	2147354196
106	0	0	1	2147354201
106	0	0	1	2147354204
106	0	0	1	2147354214
106	0	0	1	2147354222
106	0	0	1	2147354225
106	0	0	1	2147354230
106	0	0	1	2147354232
106	0	0	1	2147354239
106	0	0	1	2147354248
106	0	0	1	2147354251
106	0	0	1	2147354253
106	0	0	1	2147354256
106	0	0	1	2147354263
106	0	0	1	2147354267
106	0	0	1	2147354269
106	0	0	1	2147354278
106	0	0	1	2147354279
106	0	0	1	2147354282
106	0	0	1	2147354288
106	0	0	1	2147354291
106	0	0	1	2147354293
106	0	0	1	2147354295
106	0	0	1	2147354298
106	0	0	1	2147354302
106	0	0	1	2147354311
106	0	0	1	2147354315
106	0	0	1	2147354324
106	0	0	1	2147354331
106	0	0	1	2147354339
106	0	0	1	2147354348
106	0	0	1	2147354353
106	0	0	1	2147354355
106	0	0	1	2147354363
106	0	0	1	2147354371
106	0	0	1	2147354378
106	0	0	1	2147354380
106	0	0	1	2147354382
106	0	0	1	2147354389
106	0	0	1	2147354395
106	0	0	1	2147354401
106	0	0	1	2147354411
106	0	0	1	2147354416
106	0	0	1	2147354426
106	0	0	1	2147354436
106	0	0	1	2147354438
106	0	0	1	2147354442
106	0	0	1	2147354451
106	0	0	1	2147354457
106	0	0	1	2147354467
106	0	0	1	2147354469
106	0	0	1	2147354478
89	1	2	1	2147354480
89	1	2	1	2147354490
89	1	2	1	2147354499
89	1	2	1	2147354507
89	1	2	1	2147354513
89	1	2	1	2147354518
89	1	2	1	2147354521
89	1	2	1	2147354526
89	1	2	1	2147354529
89	1	2	1	2147354535
89	1	2	1	2147354538
89	1	2	1	2147354542
89	1	2	1	2147354547
89	1	2	1	2147354551
89	1	2	1	2147354552
89	1	2	1	2147354561
89	1	2	1	2147354570
89	1	2	1	2147354578
89	1	2	1	2147354581
89	1	2	1	2147354585
89	1	2	1	2147354590
89	1	2	1	2147354596
89	1	2	1	2147354602
89	1	2	1	2147354611
89	1	2	1	2147354620
89	1	2	1	2147354624
89	1	2	1	2147354625
89	1	2	1	2147354627
89	1	2	1	2147354631
89	1	2	1	2147354634
89	1	2	1	2147354639
89	1	2	1	2147354648
89	1	2	1	2147354654
89	1	2	1	2147354659
89	1	2	1	2147354663
89	1	2	1	2147354670
89	1	2	1	2147354678
89	1	2	1	2147354679
89	1	2	1	2147354680
89	1	2	1	2147354686
89	1	2	1	2147354694
89	1	2	1	2147354695
89	1	2	1	2147354705
89	1	2	1	2147354713
89	1	2	1	2147354722
89	1	2	1	2147354725
89	1	2	1	2147354726
89	1	2	1	2147354733
89	1	2	1	2147354739
89	1	2	1	2147354746
89	1	2	1	2147354755
89	1	2	1	2147354764
89	1	2	1	2147354773
89	1	2	1	2147354782
89	1	2	1	2147354787
89	1	2	1	2147354793
89	1	2	1	2147354796
89	1	2	1	2147354806
89	1	2	1	2147354816
89	1	2	1	2147354823
89	1	2	1	2147354826
89	1	2	1	2147354834
89	1	2	1	2147354836
89	1	2	1	2147354845
89	1	2	1	2147354850
89	1	2	1	2147354856
89	1	2	1	2147354862
89	1	2	1	2147354868
89	1	2	1	2147354870
89	1	2	1	2147354874
89	1	2	1	2147354884
89	1	2	1	2147354887
89	1	2	1	2147354893
89	1	2	1	2147354899
89	1	2	1	2147354904
89	1	2	1	2147354905
89	1	2	1	2147354914
89	1	2	1	2147354915
89	1	2	1	2147354923
89	1	2	1	2147354930
89	1	2	1	2147354940
89	1	2	1	2147354948
89	1	2	1	2147354954
89	1	2	1	2147354956
89	1	2	1	2147354965
89	1	2	1	2147354974
89	1	2	1	2147354983
89	0	0	1	2147354993
89	0	0	1	2147354998
89	0	0	1	2147355006
89	0	0	1	2147355007
89	0	0	1	2147355011
89	0	0	1	2147355012
89	0	0	1	2147355015
89	0	0	1	2147355016
89	0	0	1	2147355021
89	0	0	1	2147355023
89	0	0	1	2147355030
89	0	0	1	2147355036
89	0	0	1	2147355046
89	0	0	1	2147355052
89	0	0	1	2147355053
89	0	0	1	2147355056
89	0	0	1	2147355059
89	0	0	1	2147355060
89	0	0	1	2147355069
89	0	0	1	2147355073
89	0	0	1	2147355075
89	0	0	1	2147355082
89	0	0	1	2147355089
89	0	0	1	2147355090
89	0	0	1	2147355096
89	0	0	1	2147355105
89	0	0	1	2147355114
89	0	0	1	2147355123
89	0	0	1	2147355125
89	0	0	1	2147355126
89	0	0	1	2147355135
89	0	0	1	2147355140
89	0	0	1	2147355143
89	0	0	1	2147355145
89	0	0	1	2147355151
89	0	0	1	2147355161
89	0	0	1	2147355164
89	0	0	1	2147355169
89	0	0	1	2147355175
89	0	0	1	2147355185
89	0	0	1	2147355192
89	0	0	1	2147355195
89	0	0	1	2147355200
89	0	0	1	2147355203
89	0	0	1	2147355204
89	0	0	1	2147355210
89	0	0	1	2147355219
89	0	0	1	2147355220
89	0	0	1	2147355226
89	0	0	1	2147355236
89	0	0	1	2147355240
89	0	0	1	2147355249
89	0	0	1	2147355258
89	0	0	1	2147355268
89	0	0	1	2147355277
89	0	0	1	2147355283
89	0	0	1	2147355289
89	0	0	1	2147355294
89	0	0	1	2147355304
89	0	0	1	2147355310
89	0	0	1	2147355314
89	0	0	1	2147355322
89	0	0	1	2147355323
89	0	0	1	2147355333
89	0	0	1	2147355334
89	0	0	1	2147355343
89	0	0	1	2147355348
89	0	0	1	2147355353
89	0	0	1	2147355363
89	0	0	1	2147355367
89	0	0	1	2147355373
89	0	0	1	2147355380
88	1	2	1	2147355388
88	1	2	1	2147355391
88	1	2	1	2147355395
88	1	2	1	2147355400
88	1	2	1	2147355410
88	1	2	1	2147355412
88	1	2	1	2147355418
88	1	2	1	2147355422
88	1	2	1	2147355423
88	1	2	1	2147355424
88	1	2	1	2147355434
88	1	2	1	2147355440
88	1	2	1	2147355449
88	1	2	1	2147355453
88	1	2	1	2147355459
88	1	2	1	2147355468
88	1	2	1	2147355478
88	1	2	1	2147355486
88	1	2	1	2147355493
88	1	2	1	2147355502
88	1	2	1	2147355505
88	1	2	1	2147355506
88	1	2	1	2147355514
88	1	2	1	2147355520
88	1	2	1	2147355522
88	1	2	1	2147355529
88	1	2	1	2147355530
88	1	2	1	2147355538
88	0	0	1	2147355539
88	0	0	1	2147355546
88	0	0	1	2147355548
88	0	0	1	2147355554
88	0	0	1	2147355555
88	0	0	1	2147355565
88	0	0	1	2147355569
88	0	0	1	2147355578
88	0	0	1	2147355582
88	0	0	1	2147355587
88	0	0	1	2147355595
88	0	0	1	2147355597
88	0	0	1	2147355601
88	0	0	1	2147355603
88	0	0	1	2147355604
88	0	0	1	2147355608
88	0	0	1	2147355614
88	0	0	1	2147355623
88	0	0	1	2147355630
88	0	0	1	2147355637
88	0	0	1	2147355641
88	0	0	1	2147355644
88	0	0	1	2147355647
88	0	0	1	2147355654
88	0	0	1	2147355655
88	0	0	1	2147355661
88	0	0	1	2147355663
88	0	0	1	2147355673
88	0	0	1	2147355680
88	0	0	1	2147355684
88	0	0	1	2147355690
88	0	0	1	2147355696
88	0	0	1	2147355704
88	0	0	1	2147355712
88	0	0	1	2147355714
88	0	0	1	2147355717
88	0	0	1	2147355722
88	0	0	1	2147355726
88	0	0	1	2147355736
88	0	0	1	2147355738
88	0	0	1	2147355748
88	0	0	1	2147355755
88	0	0	1	2147355759
88	0	0	1	2147355762
88	0	0	1	2147355765
88	0	0	1	2147355770
88	0	0	1	2147355777
88	0	0	1	2147355784
211	1	0	1	2147355785
211	1	0	1	2147355786
211	1	0	1	2147355789
211	1	0	1	2147355797
211	1	0	1	2147355802
211	1	0	1	2147355808
211	1	0	1	2147355817
211	1	0	1	2147355825
211	1	0	1	2147355831
211	1	0	1	2147355838
211	1	0	1	2147355841
211	1	0	1	2147355849
211	1	0	1	2147355851
211	1	0	1	2147355860
211	1	0	1	2147355870
211	1	0	1	2147355872
211	1	0	1	2147355880
211	1	0	1	2147355886
211	1	0	1	2147355887
211	1	0	1	2147355897
211	1	0	1	2147355902
211	1	0	1	2147355903
211	1	0	1	2147355912
211	1	0	1	2147355913
211	1	0	1	2147355915
211	1	0	1	2147355918
211	1	0	1	2147355923
211	1	0	1	2147355929
211	1	0	1	2147355931
211	1	0	1	2147355934
211	1	0	1	2147355936
211	1	0	1	2147355939
211	1	0	1	2147355949
211	1	0	1	2147355956
211	1	0	1	2147355958
211	1	0	1	2147355960
211	1	0	1	2147355970
211	1	0	1	2147355976
211	1	0	1	2147355977
211	1	0	1	2147355978
211	1	0	1	2147355979
211	1	0	1	2147355985
211	1	0	1	2147355992
211	1	0	1	2147355995
211	1	0	1	2147356001
211	1	0	1	2147356011
211	1	0	1	2147356015
211	1	0	1	2147356016
211	1	0	1	2147356021
211	1	0	1	2147356026
211	0	0	1	2147356030
211	0	0	1	2147356040
211	0	0	1	2147356045
211	0	0	1	2147356047
211	0	0	1	2147356053
211	0	0	1	2147356062
211	0	0	1	2147356068
211	0	0	1	2147356070
211	0	0	1	2147356074
211	0	0	1	2147356081
211	0	0	1	2147356089
211	0	0	1	2147356098
211	0	0	1	2147356099
211	0	0	1	2147356108
211	0	0	1	2147356110
211	0	0	1	2147356117
211	0	0	1	2147356122
211	0	0	1	2147356125
211	0	0	1	2147356131
211	0	0	1	2147356134
211	0	0	1	2147356136
211	0	0	1	2147356142
211	0	0	1	2147356149
211	0	0	1	2147356152
211	0	0	1	2147356156
211	0	0	1	2147356157
211	0	0	1	2147356167
211	0	0	1	2147356175
211	0	0	1	2147356182
211	0	0	1	2147356183
198	1	2	1	2147356186
198	1	2	1	2147356194
198	1	2	1	2147356198
198	1	2	1	2147356199
198	1	2	1	2147356209
198	1	2	1	2147356214
198	1	2	1	2147356217
198	1	2	1	2147356220
198	1	2	1	2147356224
198	1	2	1	2147356226
198	1	2	1	2147356232
198	1	2	1	2147356233
198	1	2	1	2147356240
198	1	2	1	2147356250
198	1	2	1	2147356251
198	1	2	1	2147356257
198	1	2	1	2147356263
198	1	2	1	2147356273
198	1	2	1	2147356277
198	1	2	1	2147356285
198	1	2	1	2147356289
198	1	2	1	2147356298
198	1	2	1	2147356303
198	1	2	1	2147356308
198	1	2	1	2147356315
198	1	2	1	2147356317
198	1	2	1	2147356321
198	1	2	1	2147356324
198	1	2	1	2147356333
198	1	2	1	2147356340
198	1	2	1	2147356342
198	1	2	1	2147356348
198	1	2	1	2147356350
198	1	2	1	2147356355
198	1	2	1	2147356358
198	1	2	1	2147356359
198	1	2	1	2147356362
198	1	2	1	2147356366
198	1	2	1	2147356373
198	1	2	1	2147356374
198	1	2	1	2147356381
198	1	2	1	2147356391
198	1	2	1	2147356397
198	1	2	1	2147356404
198	1	2	1	2147356413
198	1	2	1	2147356421
198	1	2	1	2147356431
198	0	0	1	2147356436
198	0	0	1	2147356441
198	0	0	1	2147356448
198	0	0	1	2147356458
198	0	0	1	2147356464
198	0	0	1	2147356469
198	0	0	1	2147356472
198	0	0	1	2147356478
198	0	0	1	2147356479
198	0	0	1	2147356489
198	0	0	1	2147356496
198	0	0	1	2147356502
198	0	0	1	2147356507
198	0	0	1	2147356510
198	0	0	1	2147356515
198	0	0	1	2147356521
198	0	0	1	2147356529
198	0	0	1	2147356539
198	0	0	1	2147356547
198	0	0	1	2147356556
198	0	0	1	2147356559
198	0	0	1	2147356563
198	0	0	1	2147356573
198	0	0	1	2147356579
198	0	0	1	2147356585
198	0	0	1	2147356589
214	1	0	1	2147356597
214	1	0	1	2147356603
214	1	0	1	2147356613
214	1	0	1	2147356621
214	1	0	1	2147356624
214	1	0	1	2147356631
214	1	0	1	2147356641
214	1	0	1	2147356649
