slot_template_to_building_superchain_junctions_tables
0
building_superchain	id	slot_template
wh2_main_sch_infrastructure5_tradingspying	13100	wh2_main_human_minor_secondary_spices
wh2_main_sch_defence_major_def	1310000765	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh_dlc05_sch_wef_sup_spellsingers	13101	wh_dlc05_elf_minor_secondary_timber
wh_main_sch_dwarf_walls	1310249505	wh2_main_special_tor_koruali_secondary
wh_main_sch_human_stables	1310282656	wh_main_special_karag_dromar_secondary
wh2_main_sch_military1_barracks	13106	wh2_main_human_minor_secondary_spices
wh2_main_sch_military2_stables	13110	wh2_main_human_minor_secondary_spices
wh_dlc05_sch_wef_sup_spellsingers	13117	wh_dlc05_elf_major_secondary
wh2_main_sch_military3_warmachines	13118	wh2_main_human_minor_secondary_spices
wh2_main_sch_military4_monsters	13119	wh2_main_human_minor_secondary_spices
wh2_main_sch_military4_monsters	1312307454	wh2_main_special_caverns_of_sotek_secondary_ritual
wh2_main_sch_support4_other	131234025	wh_main_special_marienburg_secondary
wh2_main_sch_support1_smith	13124	wh2_main_human_minor_secondary_spices
wh2_main_sch_military5	131253524	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_dlc05_sch_wef_sup_spellsingers	13126	wh_dlc05_elf_minor_secondary
wh2_main_sch_support2_worship	13131	wh2_main_human_minor_secondary_spices
wh2_main_sch_resource_spices	13136	wh2_main_human_minor_secondary_spices
wh_main_sch_human_stables	13137	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sup_spellsingers	13140	wh_main_special_yn_edryl_korian_secondary
wh_main_sch_human_barracks	13145	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sup_spellsingers	13150	wh_main_special_waterfall_palace_secondary
wh_dlc05_sch_wef_outpost_foraging	1315181448	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh_dlc05_sch_wef_sup_spellsingers	13152	wh_main_special_crag_halls_secondary
wh_main_sch_human_forges	13153	wh2_main_human_major_secondary_spices
wh_main_sch_human_smiths	13155	wh2_main_human_major_secondary_spices
wh_main_sch_human_wizards	13159	wh2_main_human_major_secondary_spices
wh_main_sch_human_worship	13160	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sdf_agents	13162	wh_dlc05_elf_major_secondary_furs
wh_main_sch_empire_walls	13165	wh2_main_human_major_secondary_spices
wh_main_sch_human_farm_basic	13167	wh2_main_human_major_secondary_spices
wh_main_sch_human_industry_basic	13168	wh2_main_human_major_secondary_spices
wh_main_sch_human_tavern	13170	wh2_main_human_major_secondary_spices
wh_main_sch_vampires_forest	13175	wh2_main_human_major_secondary_spices
wh_main_sch_greenskin_farm	1318	wh_main_dwarf_orc_minor_secondary_furs
wh_main_sch_vampires_vampires	13183	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sdf_agents	13184	wh_dlc05_elf_major_secondary_marble
wh_main_sch_vampires_ossuary	13185	wh2_main_human_major_secondary_spices
wh_main_sch_vampires_walls	1318649870	wh2_main_special_hef_vauls_anvil_secondary_ritual
wh_dlc05_sch_wef_sdf_agents	13187	wh_dlc05_elf_major_secondary_pastures
wh_main_sch_special_reiksfort	1318827834	wh_main_norsca_minor_secondary_iron
wh_main_sch_vampires_balefire	13190	wh2_main_human_major_secondary_spices
wh2_main_sch_support1_smith	1319421434	wh2_main_special_ghrond_secondary_ritual
wh_dlc05_sch_wef_sdf_agents	13197	wh_dlc05_elf_major_secondary_pottery
wh_main_sch_human_tavern	1319731583	wh2_main_special_lahmia_secondary
wh_main_sch_special_reiksfort	1319796266	wh2_main_special_golden_tower_of_the_gods_secondary
wh_main_sch_vandalization	13200	wh2_main_human_major_secondary_spices
wh2_main_sch_infrastructure6_other	1320022604	wh_main_special_altdorf_secondary
wh_dlc05_sch_wef_sdf_agents	13203	wh_dlc05_elf_major_secondary_salt
wh_main_sch_bretonnia_walls	13207	wh2_main_human_major_secondary_spices
wh2_main_sch_military3_warmachines	1320713266	wh2_main_special_golden_tower_of_the_gods_secondary
wh_main_sch_kislev_walls	13211	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sdf_agents	13212	wh_dlc05_elf_minor_secondary_dyes
wh_main_sch_human_smiths	1321558319	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh_main_sch_teb_walls	13221	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sdf_agents	13222	wh_dlc05_elf_minor_secondary_furs
wh_main_sch_vampires_walls	13223	wh2_main_human_major_secondary_spices
wh2_main_sch_defence_major_hef	13225	wh2_main_human_major_secondary_spices
wh_main_sch_vampires_ossuary	1322586353	wh2_main_special_golden_colossus_secondary_ritual
wh_dlc05_sch_wef_sdf_agents	13226	wh_dlc05_elf_minor_secondary_gold
wh_main_sch_vampires_vampires	1323178609	wh_main_special_erengrad_secondary
wh2_main_sch_infrastructure1_farm	13232	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sdf_agents	13235	wh_dlc05_elf_minor_secondary_iron
wh_main_sch_human_farm_basic	1323590896	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_dlc05_sch_wef_sdf_agents	13237	wh_dlc05_elf_minor_secondary_marble
wh_main_sch_human_industry_basic	1323738756	wh2_main_special_golden_tower_of_the_gods_secondary
wh2_main_sch_infrastructure2_industry	13239	wh2_main_human_major_secondary_spices
wh_main_sch_dwarf_greenskin_garrison	1324	wh_main_dwarf_orc_minor_secondary_furs
wh_dlc05_sch_wef_sdf_agents	13245	wh_dlc05_elf_minor_secondary_pastures
wh2_main_sch_infrastructure3_order	13249	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sdf_agents	13250	wh_dlc05_elf_minor_secondary_pottery
wh_dlc05_sch_wef_sdf_agents	13251	wh_dlc05_elf_minor_secondary_salt
wh2_main_sch_infrastructure4_energy	13256	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sdf_agents	13261	wh_dlc05_elf_minor_secondary_timber
wh2_main_sch_infrastructure5_tradingspying	13263	wh2_main_human_major_secondary_spices
wh2_main_sch_military4_monsters	1326313364	wh_main_norsca_major_secondary_marble
wh_main_sch_human_worship	1326768613	wh2_main_special_tor_koruali_secondary
wh_dlc05_sch_wef_sdf_agents	13271	wh_dlc05_elf_minor_secondary_wine
wh_dlc05_sch_wef_sdf_agents	13277	wh_dlc05_elf_major_secondary
wh2_main_sch_military1_barracks	13281	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sdf_agents	13284	wh_dlc05_elf_minor_secondary
wh2_main_sch_military2_stables	13285	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_sdf_agents	13286	wh_main_special_vauls_anvil_secondary
wh_dlc05_sch_wef_sdf_agents	13290	wh_main_special_yn_edryl_korian_secondary
wh2_main_sch_military3_warmachines	13295	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_outpost_recruitment	132954804	wh2_main_special_tlaxtlan_secondary
wh2_main_sch_military4_monsters	13296	wh2_main_human_major_secondary_spices
wh2_main_sch_infrastructure5_tradingspying	132968136	wh2_main_special_caverns_of_sotek_secondary_ritual
wh_dlc05_sch_wef_sdf_agents	13298	wh_main_special_crag_halls_secondary
wh_dlc05_sch_wef_eco_income_buff	13299	wh_dlc05_elf_major_secondary_dyes
wh_main_sch_human_industry_basic	133	wh_main_human_major_secondary
wh2_main_sch_military5	13305	wh2_main_human_major_secondary_spices
wh2_main_sch_military3_warmachines	1330510849	wh2_main_special_ghrond_secondary_ritual
wh_dlc05_sch_wef_eco_income_buff	13308	wh_dlc05_elf_major_secondary_furs
wh2_main_sch_support1_smith	13310	wh2_main_human_major_secondary_spices
wh_main_sch_dwarf_walls	1331010085	wh2_main_special_karag_orrud_secondary
wh_dlc05_sch_wef_eco_income_buff	13312	wh_dlc05_elf_major_secondary_gold
wh2_main_sch_support2_worship	13313	wh2_main_human_major_secondary_spices
wh2_main_sch_military2_stables	1331427636	wh2_main_special_chamber_of_visions_secondary_ritual
wh_dlc05_sch_wef_eco_income_buff	13317	wh_dlc05_elf_major_secondary_iron
wh2_main_sch_support3_wizards	13319	wh2_main_human_major_secondary_spices
wh2_main_sch_support4_other	13322	wh2_main_human_major_secondary_spices
wh_dlc05_sch_wef_eco_income_buff	13324	wh_dlc05_elf_major_secondary_pastures
wh_dlc05_sch_wef_eco_income_buff	13325	wh_dlc05_elf_major_secondary_pottery
wh_main_sch_bretonnia_farm_extra	1332730624	wh2_main_special_zoishenk_secondary
wh2_main_sch_resource_spices	13329	wh2_main_human_major_secondary_spices
wh2_main_sch_defence_major_hef	13330	wh_main_human_major_secondary_furs
wh_main_sch_human_wizards	1333179201	wh2_main_special_ghrond_secondary_ritual
wh_main_sch_vampires_forest	1333304346	wh2_main_special_tor_achare_secondary
wh_dlc05_sch_wef_eco_income_buff	13334	wh_dlc05_elf_major_secondary_timber
wh2_main_sch_infrastructure1_farm	13337	wh_main_human_major_secondary_furs
wh_main_sch_greenskin_industry	1334	wh_main_dwarf_orc_minor_secondary_furs
wh2_main_sch_infrastructure2_industry	13341	wh_main_human_major_secondary_furs
wh_dlc05_sch_wef_eco_income_buff	13344	wh_dlc05_elf_major_secondary_wine
wh_dlc05_sch_wef_eco_income_buff	13346	wh_dlc05_elf_minor_secondary_dyes
wh2_main_sch_infrastructure3_order	13348	wh_main_human_major_secondary_furs
wh2_main_sch_infrastructure4_energy	13350	wh_main_human_major_secondary_furs
wh_dlc05_sch_wef_eco_income_buff	13354	wh_dlc05_elf_minor_secondary_gold
wh_dlc05_sch_wef_resource_timber	1335659620	wh_main_human_minor_secondary_timber
wh2_main_sch_infrastructure5_tradingspying	13358	wh_main_human_major_secondary_furs
wh_main_sch_human_wizards	1335994732	wh2_main_special_mirror_pool_of_tepok_secondary_ritual
wh_main_sch_greenskin_goblin_tinker	1336	wh_main_dwarf_orc_minor_secondary_furs
wh2_main_sch_military1_barracks	13366	wh_main_human_major_secondary_furs
wh2_main_sch_military2_stables	13367	wh_main_human_major_secondary_furs
wh_main_sch_greenskin_monsters	1337	wh_main_dwarf_orc_minor_secondary_furs
wh2_main_sch_military3_warmachines	13371	wh_main_human_major_secondary_furs
wh2_main_sch_support1_smith	1337127364	wh2_main_special_tor_achare_secondary
wh_dlc05_sch_wef_eco_income_buff	13374	wh_dlc05_elf_minor_secondary_pastures
wh2_main_sch_military4_monsters	13376	wh_main_human_major_secondary_furs
wh_dlc05_sch_wef_eco_income_buff	13380	wh_dlc05_elf_minor_secondary_pottery
wh2_main_sch_military5	13383	wh_main_human_major_secondary_furs
wh_main_sch_human_garrison	1338381059	wh2_main_special_fallen_gates_secondary
wh2_main_sch_ritual_hef	1338419241	wh2_main_special_shrine_of_khaine_secondary_ritual
wh2_main_sch_support1_smith	13385	wh_main_human_major_secondary_furs
wh2_main_sch_vampires_raisedead	1338536781	wh2_main_special_tor_surpindar_secondary_ritual
wh2_main_sch_support2_worship	13387	wh_main_human_major_secondary_furs
wh_dlc05_sch_wef_eco_income_buff	13390	wh_dlc05_elf_minor_secondary_salt
wh2_main_sch_support3_wizards	13393	wh_main_human_major_secondary_furs
wh_dlc05_sch_wef_eco_income_buff	13397	wh_dlc05_elf_minor_secondary_timber
wh_dlc05_sch_wef_eco_income_buff	13401	wh_dlc05_elf_minor_secondary_wine
wh2_main_sch_support4_other	13402	wh_main_human_major_secondary_furs
wh_dlc05_sch_wef_eco_income_buff	13403	wh_dlc05_elf_major_secondary
wh_dlc05_sch_wef_eco_income_buff	13405	wh_dlc05_elf_minor_secondary
wh_dlc05_sch_wef_outpost_replenishment	1340667307	wh2_main_special_caverns_of_sotek_secondary_ritual
wh2_main_sch_defence_major_hef	13407	wh_main_human_major_secondary_wine
wh_dlc05_sch_wef_resource_furs	1340749964	wh2_main_special_tor_achare_secondary
wh2_main_sch_infrastructure1_farm	13414	wh_main_human_major_secondary_wine
wh_dlc05_sch_wef_eco_income_buff	13416	wh_main_special_yn_edryl_korian_secondary
wh2_main_sch_defence_major_hef	1341727739	wh_dlc05_elf_major_secondary_oak_of_ages
wh2_main_sch_infrastructure2_industry	13418	wh_main_human_major_secondary_wine
wh_dlc05_sch_wef_eco_income_buff	13419	wh_main_special_waterfall_palace_secondary
wh2_main_sch_infrastructure3_order	13420	wh_main_human_major_secondary_wine
wh2_main_sch_infrastructure4_energy	13422	wh_main_human_major_secondary_wine
wh_main_sch_bretonnia_walls	1342268284	wh_main_special_karaz_a_karak_secondary
wh2_main_sch_vampires_raisedead	1342495454	wh2_main_special_shrine_of_khaine_secondary_ritual
wh_dlc05_sch_wef_eco_income_buff	13427	wh_main_special_crag_halls_secondary
wh2_main_sch_infrastructure5_tradingspying	13431	wh_main_human_major_secondary_wine
wh_dlc05_sch_office_starlight_forge	13433	wh_main_special_vauls_anvil_secondary
wh2_main_sch_military1_barracks	13447	wh_main_human_major_secondary_wine
wh2_main_sch_military2_stables	13448	wh_main_human_major_secondary_wine
wh_main_sch_greenskin_military	1345	wh_main_dwarf_orc_minor_secondary_furs
wh2_main_sch_military3_warmachines	13454	wh_main_human_major_secondary_wine
wh2_main_sch_military4_monsters	13460	wh_main_human_major_secondary_wine
wh2_main_sch_military5	13463	wh_main_human_major_secondary_wine
wh2_main_sch_support1_smith	13470	wh_main_human_major_secondary_wine
wh2_main_sch_support2_worship	13472	wh_main_human_major_secondary_wine
wh2_main_sch_ritual_hef	1347535396	wh2_main_special_tor_surpindar_secondary_ritual
wh_main_sch_greenskin_boars	1348	wh_main_dwarf_orc_minor_secondary_furs
wh2_main_sch_support3_wizards	13481	wh_main_human_major_secondary_wine
wh2_main_sch_support4_other	13482	wh_main_human_major_secondary_wine
wh_main_sch_vampires_forest	1348208690	wh2_main_special_karag_orrud_secondary
wh2_main_sch_defence_major_hef	13488	wh_main_human_major_secondary_timber
wh_dlc05_sch_office_wardancer_feast_halls	13489	wh_main_special_waterfall_palace_secondary
wh2_main_sch_infrastructure1_farm	13496	wh_main_human_major_secondary_timber
wh_main_sch_empire_walls	1349875468	wh2_main_special_yuatek_secondary
wh_main_sch_human_farm_basic	1350049193	wh2_main_special_tor_surpindar_secondary_ritual
wh2_main_sch_military2_stables	1350086207	wh_main_special_waterfall_palace_secondary
wh2_main_sch_infrastructure2_industry	13505	wh_main_human_major_secondary_timber
wh_dlc05_sch_office_wildwood_waystones	13507	wh_main_special_yn_edryl_korian_secondary
wh2_main_sch_support3_wizards	135074611	wh_main_norsca_major_secondary
wh2_main_sch_infrastructure3_order	13511	wh_main_human_major_secondary_timber
wh_dlc05_sch_temple_anath_raema	13517	wh_main_special_vauls_anvil_secondary
wh2_main_sch_infrastructure4_energy	13518	wh_main_human_major_secondary_timber
wh2_main_sch_infrastructure5_tradingspying	13519	wh_main_human_major_secondary_timber
wh_dlc05_sch_wef_resource_salt	1351955417	wh2_main_special_tor_koruali_secondary
wh_main_sch_human_forges	1352493977	wh2_main_special_golden_colossus_secondary_ritual
wh_dlc05_sch_temple_anath_raema	13525	wh_main_special_waterfall_palace_secondary
wh_dlc05_sch_temple_anath_raema	13528	wh_main_special_crag_halls_secondary
wh_dlc05_sch_wef_outpost_replenishment	135280792	wh_main_special_nuln_secondary
wh2_main_sch_military1_barracks	13531	wh_main_human_major_secondary_timber
wh2_main_sch_military2_stables	13533	wh_main_human_major_secondary_timber
wh_dlc05_sch_temple_ereth_khial	13535	wh_main_special_vauls_anvil_secondary
wh_main_sch_greenskin_walls	1353858092	wh2_main_special_gaean_vale_secondary
wh_main_sch_vampires_ossuary	1353893592	wh2_main_human_minor_secondary_obsidian
wh_main_sch_dwarf_walls	1353982693	wh2_main_special_hexoatl_secondary
wh2_main_sch_military3_warmachines	13542	wh_main_human_major_secondary_timber
wh2_main_sch_military4_monsters	13544	wh_main_human_major_secondary_timber
wh_dlc05_sch_temple_ereth_khial	13546	wh_main_special_waterfall_palace_secondary
wh_main_sch_greenskin_boss	1355	wh_main_dwarf_orc_minor_secondary_gems
wh2_main_sch_military5	13552	wh_main_human_major_secondary_timber
wh_dlc05_sch_temple_ereth_khial	13553	wh_main_special_crag_halls_secondary
wh_dlc05_sch_wef_outpost_slaughter	1355419433	wh2_main_human_minor_secondary_medicine
wh_dlc05_sch_temple_isha	13555	wh_main_special_vauls_anvil_secondary
wh2_main_sch_infrastructure6_other	1355815588	wh_main_special_vauls_anvil_secondary
wh2_main_sch_support1_smith	13560	wh_main_human_major_secondary_timber
wh2_main_sch_support2_worship	13562	wh_main_human_major_secondary_timber
wh2_main_sch_support3_wizards	13563	wh_main_human_major_secondary_timber
wh_dlc05_sch_temple_isha	13567	wh_main_special_waterfall_palace_secondary
wh2_main_sch_support4_other	13571	wh_main_human_major_secondary_timber
wh2_main_sch_infrastructure2_industry	1357331085	wh2_main_special_clarak_spire_secondary
wh_dlc05_sch_temple_isha	13577	wh_main_special_crag_halls_secondary
wh_dlc05_sch_wef_outpost_recruitment	1357832966	wh_main_special_marienburg_secondary
wh2_main_sch_defence_major_hef	13580	wh_main_human_major_secondary_pastures
wh_main_sch_empire_walls	1358289829	wh2_main_special_tor_surpindar_secondary_ritual
wh2_main_sch_special_big_fort	1358315152	wh_main_special_black_crag_secondary
wh2_main_sch_infrastructure6_other	1358372175	wh2_main_special_karag_orrud_secondary
wh_dlc05_sch_temple_kurnous	13585	wh_main_special_yn_edryl_korian_secondary
wh2_main_sch_military4_monsters	1358774115	wh2_main_special_chamber_of_visions_secondary_ritual
wh_dlc05_sch_wef_outpost_slaughter	1358896675	wh2_main_special_shrine_of_khaine_secondary
wh2_main_sch_infrastructure1_farm	13590	wh_main_human_major_secondary_pastures
wh_dlc05_sch_wef_outpost_foraging	1359194498	wh2_main_special_fallen_gates_secondary
wh2_main_sch_infrastructure2_industry	13594	wh_main_human_major_secondary_pastures
wh_main_sch_human_industry_basic	136	wh_main_human_minor_secondary
wh_main_sch_human_forges	1360048167	wh2_main_special_marks_of_the_old_ones_secondary_ritual
wh2_main_sch_infrastructure3_order	13601	wh_main_human_major_secondary_pastures
wh_dlc05_sch_temple_kurnous	13604	wh_main_special_crag_halls_secondary
wh_dlc05_sch_wef_oak_of_ages_mini	13606	wh_dlc05_elf_major_primary_oak_of_ages_mini
wh2_main_sch_infrastructure4_energy	13608	wh_main_human_major_secondary_pastures
wh2_main_sch_resource_medicine	1360848316	wh2_main_special_chamber_of_visions_secondary_ritual
wh2_main_sch_infrastructure5_tradingspying	13612	wh_main_human_major_secondary_pastures
wh_main_sch_human_industry_basic	1361328173	wh2_main_special_tor_achare_secondary
wh2_main_sch_infrastructure4_energy	1361750869	wh2_main_special_shrine_of_khaine_secondary_ritual
wh_dlc05_sch_tree_delliandra	13618	wh_main_special_waterfall_palace_secondary
wh2_main_sch_military1_barracks	13619	wh_main_human_major_secondary_pastures
wh2_main_sch_military2_stables	13622	wh_main_human_major_secondary_pastures
wh_main_sch_vampires_balefire	1362318232	wh_main_norsca_minor_secondary_marble
wh2_main_sch_infrastructure2_industry	1362561361	wh2_main_special_golden_tower_of_the_gods_secondary_ritual
wh_main_sch_greenskin_farm	1363	wh_main_dwarf_orc_minor_secondary_gems
wh2_main_sch_military3_warmachines	13630	wh_main_human_major_secondary_pastures
wh2_main_sch_military4_monsters	13633	wh_main_human_major_secondary_pastures
wh_dlc05_sch_tree_druthandor	13635	wh_main_special_crag_halls_secondary
wh2_main_sch_infrastructure2_industry	1363733606	wh2_main_special_marks_of_the_old_ones_secondary_ritual
wh2_main_sch_military5	13642	wh_main_human_major_secondary_pastures
wh_dlc05_sch_tree_talrennic	13644	wh_main_special_yn_edryl_korian_secondary
wh2_main_sch_military1_barracks	1364468696	wh2_main_special_tor_surpindar_secondary_ritual
wh2_main_sch_infrastructure2_industry	136462717	wh2_main_special_ghrond_secondary_ritual
wh2_main_sch_support1_smith	13652	wh_main_human_major_secondary_pastures
wh2_main_sch_support2_worship	13659	wh_main_human_major_secondary_pastures
wh_main_sch_dwarf_greenskin_garrison	1366	wh_main_dwarf_orc_minor_secondary_gems
wh_main_sch_human_industry_basic	1366334599	wh_main_special_karag_dromar_secondary
wh_dlc05_sch_tree_threllock	13664	wh_main_special_vauls_anvil_secondary
wh2_main_sch_support3_wizards	13668	wh_main_human_major_secondary_pastures
wh2_main_sch_support4_other	13670	wh_main_human_major_secondary_pastures
wh2_main_sch_infrastructure3_order	1367256110	wh2_main_special_hef_vauls_anvil_secondary_ritual
wh2_main_sch_defence_major_hef	13680	wh_main_human_major_secondary_gold
wh_main_sch_vampires_balefire	1368322294	wh2_main_special_tor_koruali_secondary
wh_main_sch_kislev_walls	1368334549	wh_dlc05_elf_major_secondary_oak_of_ages
wh_main_sch_vandalization	1368947548	wh_main_special_vauls_anvil_secondary
wh_main_sch_vampires_balefire	1369090339	wh_main_special_carcassonne_secondary
wh_main_sch_human_stables	1369184769	wh_main_special_erengrad_secondary
wh2_main_sch_infrastructure3_order	13703	wh_main_human_major_secondary_gold
wh2_main_sch_infrastructure4_energy	13711	wh_main_human_major_secondary_gold
wh_main_sch_human_barracks	1371459263	wh2_main_special_clarak_spire_secondary
wh_main_sch_special_reiksfort	13717757	wh2_main_human_major_secondary_medicine
wh_main_sch_greenskin_industry	1372	wh_main_dwarf_orc_minor_secondary_gems
wh_main_sch_human_stables	1372011442	wh_main_norsca_major_secondary_iron
wh2_main_sch_infrastructure5_tradingspying	13721	wh_main_human_major_secondary_gold
wh2_main_sch_defence_major_def	1372158233	wh2_main_special_tor_achare_secondary
wh_main_sch_dwarf_walls	1372906463	wh_main_human_major_secondary_dyes
wh2_main_sch_military1_barracks	13731	wh_main_human_major_secondary_gold
wh_main_sch_special_reiksfort	1373716192	wh_main_special_bordeleux_secondary
wh2_main_sch_military2_stables	13740	wh_main_human_major_secondary_gold
wh2_main_sch_infrastructure6_other	1374014141	wh_main_special_couronne_secondary
wh2_main_sch_military4_monsters	1374121951	wh2_main_special_shrine_of_khaine_secondary_ritual
wh2_main_sch_military3_warmachines	13745	wh_main_human_major_secondary_gold
wh2_main_sch_military3_warmachines	1374868211	wh2_main_special_altar_of_the_horned_rat_secondary_ritual
wh2_main_sch_military4_monsters	13750	wh_main_human_major_secondary_gold
wh2_main_sch_infrastructure4_energy	1375177696	wh2_main_special_pyramid_of_nagash_secondary
wh2_main_sch_military5	13759	wh_main_human_major_secondary_gold
wh_main_sch_human_farm_basic	1376267050	wh_main_special_marienburg_secondary
wh2_main_sch_support1_smith	13766	wh_main_human_major_secondary_gold
wh2_main_sch_support2_worship	13771	wh_main_human_major_secondary_gold
wh2_main_sch_support3_wizards	13773	wh_main_human_major_secondary_gold
wh_main_sch_bretonnia_industry_extra	137766358	wh_main_special_karag_dromar_secondary
wh2_main_sch_vampires_raisedead	1378025618	wh2_main_special_hellpit_secondary
wh2_main_sch_support4_other	13781	wh_main_human_major_secondary_gold
wh2_main_sch_defence_major_hef	13785	wh_main_human_major_secondary_salt
wh2_main_sch_ritual_skv	137865650	wh2_main_special_tlaxtlan_secondary_ritual
wh2_main_sch_infrastructure2_industry	13793	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_outpost_foraging	137991351	wh2_main_special_altar_of_ultimate_darkness_secondary_major
wh2_main_sch_infrastructure3_order	13800	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_outpost_recruitment	13807	wh_main_dwarf_orc_major_secondary
wh2_main_sch_infrastructure4_energy	13808	wh_main_human_major_secondary_salt
wh2_main_sch_military1_barracks	1381006207	wh_dlc05_elf_major_secondary_oak_of_ages
wh2_main_sch_infrastructure5_tradingspying	13811	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_outpost_recruitment	13815	wh_main_dwarf_orc_major_secondary_beer
wh_main_sch_special_reiksfort	1381609883	wh2_main_human_major_secondary_obsidian
wh_dlc05_sch_wef_outpost_recruitment	13818	wh_main_dwarf_orc_major_secondary_dyes
wh2_main_sch_support1_smith	1381948078	wh_main_special_erengrad_secondary
wh_main_sch_greenskin_goblin_tinker	1382	wh_main_dwarf_orc_minor_secondary_gems
wh2_main_sch_military1_barracks	13822	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_sup_armoury	1382204757	wh_main_special_yn_edryl_korian_secondary
wh_main_sch_human_tavern	1382241071	wh_main_norsca_major_secondary_marble
wh_main_sch_human_tavern	1382545165	wh_main_special_karag_dromar_secondary
wh2_main_sch_military2_stables	13827	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_outpost_recruitment	13828	wh_main_dwarf_orc_major_secondary_furs
wh2_main_sch_military3_warmachines	13831	wh_main_human_major_secondary_salt
wh2_main_sch_military2_stables	1383113796	wh_main_norsca_major_secondary_marble
wh_dlc05_sch_wef_outpost_recruitment	13840	wh_main_dwarf_orc_major_secondary_gold
wh2_main_sch_military4_monsters	13841	wh_main_human_major_secondary_salt
wh2_main_sch_military5	13848	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_outpost_recruitment	13850	wh_main_dwarf_orc_major_secondary_marble
wh2_main_sch_special_dorks_rock	1385178909	wh_main_special_black_crag_secondary
wh2_main_sch_support1_smith	13857	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_outpost_foraging	1385828476	wh_main_human_major_secondary_marble
wh_dlc05_sch_wef_outpost_recruitment	13860	wh_main_dwarf_orc_major_secondary_pastures
wh_main_sch_greenskin_walls	1386199746	wh_main_human_major_secondary_furs
wh2_main_sch_support2_worship	13863	wh_main_human_major_secondary_salt
wh2_main_sch_resource_medicine	1386332843	wh2_main_special_yuatek_secondary
wh_dlc05_sch_wef_outpost_recruitment	13865	wh_main_dwarf_orc_major_secondary_salt
wh_main_sch_vampires_forest	1387101388	wh2_main_special_tlaxtlan_secondary_ritual
wh2_main_sch_support3_wizards	13872	wh_main_human_major_secondary_salt
wh2_main_sch_support4_other	13873	wh_main_human_major_secondary_salt
wh_dlc05_sch_wef_outpost_recruitment	13875	wh_main_dwarf_orc_major_secondary_savage
wh_dlc05_sch_wef_outpost_recruitment	1387816332	wh2_main_special_pyramid_of_nagash_secondary
wh_dlc05_sch_wef_outpost_recruitment	13881	wh_main_dwarf_orc_major_secondary_timber
wh2_main_sch_support2_worship	138810467	wh_main_norsca_minor_secondary_marble
wh2_main_sch_defence_major_hef	13883	wh_main_human_major_secondary_dyes
wh_dlc05_sch_wef_outpost_recruitment	13886	wh_main_dwarf_orc_minor_secondary
wh2_main_sch_infrastructure1_farm	13887	wh_main_human_major_secondary_dyes
wh2_main_sch_infrastructure2_industry	13889	wh_main_human_major_secondary_dyes
wh_dlc05_sch_wef_outpost_recruitment	13896	wh_main_dwarf_orc_minor_secondary_beer
wh2_main_sch_infrastructure3_order	13898	wh_main_human_major_secondary_dyes
wh_main_sch_dwarf_walls	1389823067	wh_main_human_major_secondary
wh_main_sch_settlement_major	1389864157	wh2_main_special_altar_of_ultimate_darkness_primary_ritual
wh2_main_sch_wef_eco_court	1390109535	wh_main_special_waterfall_palace_secondary
wh2_main_sch_infrastructure4_energy	13902	wh_main_human_major_secondary_dyes
wh2_main_sch_infrastructure5_tradingspying	13904	wh_main_human_major_secondary_dyes
wh_dlc05_sch_wef_outpost_recruitment	13907	wh_main_dwarf_orc_minor_secondary_furs
wh_main_sch_vandalization	1391093071	wh2_main_special_tlaxtlan_secondary_ritual
wh_main_sch_human_stables	1391208158	wh_main_norsca_major_secondary_marble
wh2_main_sch_military1_barracks	13913	wh_main_human_major_secondary_dyes
wh2_main_sch_military2_stables	13918	wh_main_human_major_secondary_dyes
wh_dlc05_sch_wef_outpost_recruitment	13919	wh_main_dwarf_orc_minor_secondary_iron
wh_main_sch_greenskin_monsters	1392	wh_main_dwarf_orc_minor_secondary_gems
wh_dlc05_sch_wef_outpost_recruitment	1392550963	wh2_main_special_golden_tower_of_the_gods_secondary_ritual
